사업자등록번호,데이터수집일자,기업코드,기업명,업종,업종명,기업규모,기업규모명,CRI등급,CRI기준일,결산일자,CRI등급설명,CRI등급명세,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
2248104900,,,,,,,,,,,,,I,20221104,,
2248104901,20221022,3699510,나****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2248104901,20220323,3699510,나*****,M,,2,중소기업,B1,20220315,20201231,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",양호,I,20221104,,
2248104901,,,,,,,,,,,,,I,20221104,,
2248104902,20221022,3748475,케****,,건 설 업,,중소기업,B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
2248104902,,,,,,,,,,,,,I,20221104,,
2248104903,20221022,3914262,스****,,정보통신업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
2248104903,,,,,,,,,,,,,I,20221104,,
2248104904,20221022,3971407,대****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2248104904,,,,,,,,,,,,,I,20221104,,
2248104905,20221022,4186792,디****,,정보통신업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
2248104905,,,,,,,,,,,,,I,20221104,,
2248104906,20221022,5841044,디****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2248104906,,,,,,,,,,,,,I,20221104,,
2248104907,20221022,5881568,신****,,건 설 업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
2248104907,,,,,,,,,,,,,I,20221104,,
2248104908,20221022,5946774,새****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2248104908,,,,,,,,,,,,,I,20221104,,
2248104909,20221022,5970730,창****,,도매 및 소매업,,중소기업,C3,20220719,,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준,,I,20221104,,
2248104909,,,,,,,,,,,,,I,20221104,,
2248104910,20221022,6391925,에****,,정보통신업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
2248104910,,,,,,,,,,,,,I,20221104,,
2248604911,20221022,6513954,금****,,건 설 업,,중소기업,B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
2248604911,20220323,6513954,금*****,M,,2,중소기업,B3,20220315,20201231,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",양호,I,20221104,,
2248604911,,,,,,,,,,,,,I,20221104,,
2248604912,20221022,9248584,와****,,정보통신업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
2248604912,,,,,,,,,,,,,I,20221104,,
2248704913,20221022,6658664,정****,,도매 및 소매업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2248704913,,,,,,,,,,,,,I,20221104,,
2248804914,20221022,8021793,에****,,정보통신업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
2248804914,,,,,,,,,,,,,I,20221104,,
2250104915,,,,,,,,,,,,,I,20221104,,
2258104916,20221022,1361354,엠****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2258104916,20220323,1361354,엠****,M,,2,중소기업,B3,20220315,20201231,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",양호,I,20221104,,
2258104916,,,,,,,,,,,,,I,20221104,,
2258104917,20221022,1421999,영****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2258104917,20220323,1421999,영*****,M,,2,중소기업,B2,20220315,20201231,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",양호,I,20221104,,
2258104917,,,,,,,,,,,,,I,20221104,,
2258104918,20221022,1250383,하****,,건 설 업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
2258104918,20220323,1250383,하****,M,,2,중소기업,B2,20220315,20201231,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",양호,I,20221104,,
2258104918,,,,,,,,,,,,,I,20221104,,
2258104919,20221022,1643124,성****,,건 설 업,,중소기업,B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
2258104919,,,,,,,,,,,,,I,20221104,,
2258104920,20221022,1956747,한****,,건 설 업,,중소기업,C3,20220719,,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준,,I,20221104,,
2258104920,,,,,,,,,,,,,I,20221104,,
2258104921,20221022,1949842,문****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2258104921,,,,,,,,,,,,,I,20221104,,
2258104922,20221022,1230406,브****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2258104922,,,,,,,,,,,,,I,20221104,,
2258104923,20221022,1694503,서****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2258104923,,,,,,,,,,,,,I,20221104,,
2258104924,20221022,2632322,제****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2258104924,,,,,,,,,,,,,I,20221104,,
2258104925,20221022,3665455,대****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2258104925,,,,,,,,,,,,,I,20221104,,
2258104926,20221022,3702255,가****,,건 설 업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
2258104926,,,,,,,,,,,,,I,20221104,,
2258104927,20221022,7385546,금****,,건 설 업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
2258104927,,,,,,,,,,,,,I,20221104,,
2260204928,20220323,1936794,네****,M,,2,중소기업,B1,20220323,20191231,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",양호,I,20221104,,
2260204928,,,,,,,,,,,,,I,20221104,,
2268104929,20221022,1233876,정****,,건 설 업,,중소기업,A2,20220719,,"양호한 단기거래 신용능력을 보유하여, 채무불이행으로 인한 위험 가능성이 낮으며, 현 단계에서 합리적으로 예측 가능한 장래의 어떠한 환경변화에 대한 대처능력이 상당한 수준",,I,20221104,,
2268104929,,,,,,,,,,,,,I,20221104,,
2268104930,20221022,1191475,유****,,건 설 업,,중소기업,A2,20220719,,"양호한 단기거래 신용능력을 보유하여, 채무불이행으로 인한 위험 가능성이 낮으며, 현 단계에서 합리적으로 예측 가능한 장래의 어떠한 환경변화에 대한 대처능력이 상당한 수준",,I,20221104,,
2268104930,,,,,,,,,,,,,I,20221104,,
2268104931,20221022,1160207,신****,,건 설 업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
2268104931,,,,,,,,,,,,,I,20221104,,
2268104932,20221022,1859557,원****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2268104932,,,,,,,,,,,,,I,20221104,,
2268104933,20221022,1878803,명****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2268104933,,,,,,,,,,,,,I,20221104,,
2268104934,20221022,1441195,비****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2268104934,20220418,1441195,비*****,M,,2,중소기업,B2,20220415,20211231,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",양호,I,20221104,,
2268104934,,,,,,,,,,,,,I,20221104,,
2268104935,20221022,1809786,글****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2268104935,,,,,,,,,,,,,I,20221104,,
2268104936,20221022,1314640,국****,,건 설 업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
2268104936,,,,,,,,,,,,,I,20221104,,
2268104937,20221022,1962338,대****,,건 설 업,,중소기업,A2,20220719,,"양호한 단기거래 신용능력을 보유하여, 채무불이행으로 인한 위험 가능성이 낮으며, 현 단계에서 합리적으로 예측 가능한 장래의 어떠한 환경변화에 대한 대처능력이 상당한 수준",,I,20221104,,
2268104937,,,,,,,,,,,,,I,20221104,,
2268104938,20221022,1302618,대****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2268104938,,,,,,,,,,,,,I,20221104,,
2268104939,20221022,1638795,남****,,제 조 업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
2268104939,,,,,,,,,,,,,I,20221104,,
2268104940,20221022,2107017,대****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2268104940,,,,,,,,,,,,,I,20221104,,
2268104941,20221022,2277084,에****,,건 설 업,,중소기업,B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
2268104941,,,,,,,,,,,,,I,20221104,,
2268104942,20221022,2626022,케****,,정보통신업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2268104942,,,,,,,,,,,,,I,20221104,,
2268104943,20221022,2798097,대****,,건 설 업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
2268104943,,,,,,,,,,,,,I,20221104,,
2268104944,20221022,2933257,이****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2268104944,,,,,,,,,,,,,I,20221104,,
2268104945,20221022,3142931,동****,,도매 및 소매업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
2268104945,,,,,,,,,,,,,I,20221104,,
2268104946,20221022,3200230,한****,,건 설 업,,중소기업,A1,20220719,,"최상위의 단기거래 신용능력을 보유하여, 채무불이행으로 인한 위험 가능성이 극히 낮으며, 현 단계에서 합리적으로 예측가능한 장래의 어떠한 환경변화에도 대처 가능한 초우량의 신용",,I,20221104,,
2268104946,,,,,,,,,,,,,I,20221104,,
2268104947,20221022,3685626,대****,,건 설 업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
2268104947,,,,,,,,,,,,,I,20221104,,
2268104948,20221022,3712096,세****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2268104948,,,,,,,,,,,,,I,20221104,,
2268104949,20221022,3973994,하****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2268104949,,,,,,,,,,,,,I,20221104,,
2268104950,20221022,3983086,영****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2268104950,,,,,,,,,,,,,I,20221104,,
2268104951,20221022,5844081,스****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2268104951,,,,,,,,,,,,,I,20221104,,
2268104952,20221022,4213983,한****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2268104952,,,,,,,,,,,,,I,20221104,,
2268104953,20221022,8473760,라****,,정보통신업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
2268104953,,,,,,,,,,,,,I,20221104,,
2268604954,20221022,6689858,제****,,도매 및 소매업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2268604954,,,,,,,,,,,,,I,20221104,,
2268604955,20221022,8245971,바****,,건 설 업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
2268604955,,,,,,,,,,,,,I,20221104,,
2268704956,20221022,8164964,태****,,건 설 업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
2268704956,,,,,,,,,,,,,I,20221104,,
2268804957,20221022,6391095,크****,,정보통신업,,중소기업,C3,20220719,,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준,,I,20221104,,
2268804957,,,,,,,,,,,,,I,20221104,,
2268804958,20220519,8233207,세*****,M,,2,중소기업,D,20220501,20201231,지급불능 상태의 매우 취약한 신용능력을 나타내어 적기 상환능력이 전무한 수준,위험,I,20221104,,
2268804958,20220519,8233207,세*****,M,,2,중소기업,D,20220501,20201231,지급불능 상태의 매우 취약한 신용능력을 나타내어 적기 상환능력이 전무한 수준,위험,I,20221104,,
2268804958,,,,,,,,,,,,,I,20221104,,
2270404959,,,,,,,,,,,,,I,20221104,,
2271204960,,,,,,,,,,,,,I,20221104,,
2278104961,20221022,1631646,강****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2278104961,,,,,,,,,,,,,I,20221104,,
2278104962,20221022,1633024,유****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2278104962,,,,,,,,,,,,,I,20221104,,
2278104963,20221022,1938345,신****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2278104963,,,,,,,,,,,,,I,20221104,,
2278104964,20221022,1457836,일****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2278104964,,,,,,,,,,,,,I,20221104,,
2278104965,20221022,1254356,원****,,정보통신업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2278104965,,,,,,,,,,,,,I,20221104,,
2278104966,20221022,2977761,대****,,건 설 업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
2278104966,,,,,,,,,,,,,I,20221104,,
2278104967,20221022,5844063,누****,,건 설 업,,중소기업,B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
2278104967,,,,,,,,,,,,,I,20221104,,
2278104968,20221022,8683258,디****,,부동산업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2278104968,20220519,8683258,디****,M,,2,중소기업,B2,20220515,20211231,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",양호,I,20221104,,
2278104968,20220519,8683258,디****,M,,2,중소기업,B2,20220515,20211231,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",양호,I,20221104,,
2278104968,,,,,,,,,,,,,I,20221104,,
2278104969,20221022,5946786,재****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2278104969,,,,,,,,,,,,,I,20221104,,
2278104970,20221022,6658418,투****,,정보통신업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2278104970,20220519,6658418,투*****,M,,2,중소기업,B1,20220515,20211231,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",양호,I,20221104,,
2278104970,20220519,6658418,투*****,M,,2,중소기업,B1,20220515,20211231,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",양호,I,20221104,,
2278104970,,,,,,,,,,,,,I,20221104,,
2278504971,20221022,2355606,이****,,숙박 및 음식점업,,대기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
2278504971,20220519,2355606,이*****,M,,1,대기업,B1,20220515,20181231,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",양호,I,20221104,,
2278504971,20220519,2355606,이*****,M,,1,대기업,B1,20220515,20181231,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",양호,I,20221104,,
2278504971,,,,,,,,,,,,,I,20221104,,
2288104972,20221022,1420373,대****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2288104972,20220418,1420373,대*****,M,,2,중소기업,B2,20220415,20201231,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",양호,I,20221104,,
2288104972,,,,,,,,,,,,,I,20221104,,
2288104973,20221022,1903238,강****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2288104973,,,,,,,,,,,,,I,20221104,,
2288104974,20221022,6403107,드****,,정보통신업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
2288104974,,,,,,,,,,,,,I,20221104,,
2288104975,20221022,8014529,알****,,정보통신업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2288104975,,,,,,,,,,,,,I,20221104,,
2288604976,20221022,6677594,미****,,정보통신업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2288604976,,,,,,,,,,,,,I,20221104,,
2288704977,20221022,6748018,은****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2288704977,,,,,,,,,,,,,I,20221104,,
2288804978,20221022,6791157,텔****,,정보통신업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
2288804978,,,,,,,,,,,,,I,20221104,,
2293504979,,,,,,,,,,,,,I,20221104,,
2298004980,,,,,,,,,,,,,I,20221104,,
2298104981,20221022,1794348,대****,,건 설 업,,중소기업,C3,20220719,,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준,,I,20221104,,
2298104981,,,,,,,,,,,,,I,20221104,,
2298104982,20221022,1881076,이****,,정보통신업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2298104982,,,,,,,,,,,,,I,20221104,,
2298104983,20221022,1235114,다****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2298104983,,,,,,,,,,,,,I,20221104,,
2298104984,20221022,1657049,한****,,정보통신업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
2298104984,,,,,,,,,,,,,I,20221104,,
2298104985,20221022,1413378,미****,,정보통신업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
2298104985,,,,,,,,,,,,,I,20221104,,
2298104986,20221022,1156925,제****,,정보통신업,,중견기업,A2,20220719,,"양호한 단기거래 신용능력을 보유하여, 채무불이행으로 인한 위험 가능성이 낮으며, 현 단계에서 합리적으로 예측 가능한 장래의 어떠한 환경변화에 대한 대처능력이 상당한 수준",,I,20221104,,
2298104986,,,,,,,,,,,,,I,20221104,,
2298104987,20221022,1349569,대****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2298104987,,,,,,,,,,,,,I,20221104,,
2298104988,20221022,1697648,테****,,정보통신업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2298104988,,,,,,,,,,,,,I,20221104,,
2298104989,20221022,1467692,광****,,건 설 업,,중견기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2298104989,,,,,,,,,,,,,I,20221104,,
2298104990,20221022,1275527,연****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
2298104990,,,,,,,,,,,,,I,20221104,,
2298104991,20221022,1120950,에****,,건 설 업,,중소기업,B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
2298104991,,,,,,,,,,,,,I,20221104,,
