사업자등록번호,데이터수집일자,기업코드,기업명,업종,업종명,기업규모,기업규모명,CRI등급,CRI기준일,결산일자,CRI등급설명,CRI등급명세,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
1248102696,,,,,,,,,,,,,I,20221104,,
1248102697,20221022,1907232,드****,,정보통신업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1248102697,,,,,,,,,,,,,I,20221104,,
1248102698,20221022,1381942,선****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1248102698,,,,,,,,,,,,,I,20221104,,
1248102699,20221022,1724456,디****,,정보통신업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
1248102699,,,,,,,,,,,,,I,20221104,,
1248102700,20221022,1208089,해****,,건 설 업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
1248102700,,,,,,,,,,,,,I,20221104,,
1248102701,20221022,1346633,대****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1248102701,,,,,,,,,,,,,I,20221104,,
1248102702,20221022,1739680,진****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1248102702,,,,,,,,,,,,,I,20221104,,
1248102703,20221022,1466263,유****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1248102703,,,,,,,,,,,,,I,20221104,,
1248102704,20221022,2245601,세****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1248102704,,,,,,,,,,,,,I,20221104,,
1248102705,20221022,1950329,기****,,건 설 업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
1248102705,,,,,,,,,,,,,I,20221104,,
1248102706,20221022,1116600,선****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
1248102706,,,,,,,,,,,,,I,20221104,,
1248102707,,,,,,,,,,,,,I,20221104,,
1248102708,20221022,2753793,이****,,정보통신업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
1248102708,,,,,,,,,,,,,I,20221104,,
1248202709,20221022,3981896,인****,,"협회 및 단체, 수리 및 기타 개인 서비스업",,기타(비영리법인),B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
1248202709,,,,,,,,,,,,,I,20221104,,
1248502710,20221022,2609451,삼****,,제 조 업,,중견기업,A1,20220719,,"최상위의 단기거래 신용능력을 보유하여, 채무불이행으로 인한 위험 가능성이 극히 낮으며, 현 단계에서 합리적으로 예측가능한 장래의 어떠한 환경변화에도 대처 가능한 초우량의 신용",,I,20221104,,
1248502710,,,,,,,,,,,,,I,20221104,,
1248502711,20221022,3720757,원****,,제 조 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
1248502711,,,,,,,,,,,,,I,20221104,,
1248602712,20221022,1579076,에****,,정보통신업,,중소기업,B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
1248602712,,,,,,,,,,,,,I,20221104,,
1248602713,20221022,1884411,광****,,건 설 업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
1248602713,,,,,,,,,,,,,I,20221104,,
1248602714,20221022,1209855,네****,,정보통신업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
1248602714,,,,,,,,,,,,,I,20221104,,
1248602715,20221022,1251639,새****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1248602715,,,,,,,,,,,,,I,20221104,,
1248602716,20221022,1431609,제****,,건 설 업,,중견기업,A1,20220719,,"최상위의 단기거래 신용능력을 보유하여, 채무불이행으로 인한 위험 가능성이 극히 낮으며, 현 단계에서 합리적으로 예측가능한 장래의 어떠한 환경변화에도 대처 가능한 초우량의 신용",,I,20221104,,
1248602716,,,,,,,,,,,,,I,20221104,,
1248602717,20221022,2224255,더****,,건 설 업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
1248602717,,,,,,,,,,,,,I,20221104,,
1248602718,20221022,2106956,부****,,건 설 업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
1248602718,,,,,,,,,,,,,I,20221104,,
1248602719,20221022,2186746,대****,,건 설 업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
1248602719,,,,,,,,,,,,,I,20221104,,
1248602720,20221022,2208286,파****,,건 설 업,,중소기업,B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
1248602720,,,,,,,,,,,,,I,20221104,,
1248602721,20221022,2237363,서****,,건 설 업,,중소기업,C3,20220719,,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준,,I,20221104,,
1248602721,,,,,,,,,,,,,I,20221104,,
1248602722,20221022,2261812,파****,,제 조 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
1248602722,,,,,,,,,,,,,I,20221104,,
1248602723,20221022,2267068,피****,,제 조 업,,중소기업,B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
1248602723,,,,,,,,,,,,,I,20221104,,
1248602724,20221022,2270706,대****,,도매 및 소매업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
1248602724,,,,,,,,,,,,,I,20221104,,
1248602725,20221022,2598215,케****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1248602725,,,,,,,,,,,,,I,20221104,,
1248602726,20221022,2641466,창****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1248602726,,,,,,,,,,,,,I,20221104,,
1248602727,20221022,2798028,우****,,건 설 업,,중소기업,A1,20220719,,"최상위의 단기거래 신용능력을 보유하여, 채무불이행으로 인한 위험 가능성이 극히 낮으며, 현 단계에서 합리적으로 예측가능한 장래의 어떠한 환경변화에도 대처 가능한 초우량의 신용",,I,20221104,,
1248602727,,,,,,,,,,,,,I,20221104,,
1248602728,20221022,2803747,파****,,건 설 업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
1248602728,,,,,,,,,,,,,I,20221104,,
1248602729,20221022,7004850,대****,,건 설 업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
1248602729,,,,,,,,,,,,,I,20221104,,
1248602730,20221022,2803764,한****,,건 설 업,,중소기업,B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
1248602730,,,,,,,,,,,,,I,20221104,,
1248602731,20221022,2945121,삼****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1248602731,,,,,,,,,,,,,I,20221104,,
1248602732,20221022,3230891,초****,,도매 및 소매업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
1248602732,,,,,,,,,,,,,I,20221104,,
1248602733,20221022,3037454,태****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1248602733,,,,,,,,,,,,,I,20221104,,
1248602734,20221022,3683229,웨****,,제 조 업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
1248602734,,,,,,,,,,,,,I,20221104,,
1248602735,20221022,3225157,태****,,정보통신업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
1248602735,,,,,,,,,,,,,I,20221104,,
1248602736,20221022,3327361,대****,,건 설 업,,중소기업,B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
1248602736,,,,,,,,,,,,,I,20221104,,
1248602737,20221022,3649814,네****,,도매 및 소매업,,중소기업,C3,20220719,,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준,,I,20221104,,
1248602737,,,,,,,,,,,,,I,20221104,,
1248602738,20221022,3677799,대****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
1248602738,,,,,,,,,,,,,I,20221104,,
1248602739,20221022,3692884,디****,,도매 및 소매업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
1248602739,,,,,,,,,,,,,I,20221104,,
1248602740,20221022,3899981,나****,,정보통신업,,중소기업,B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
1248602740,,,,,,,,,,,,,I,20221104,,
1248602741,20221022,3742233,삼****,,제 조 업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
1248602741,,,,,,,,,,,,,I,20221104,,
1248702742,20221022,3844590,우****,,건 설 업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
1248702742,,,,,,,,,,,,,I,20221104,,
1248702743,20221022,3857086,영****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
1248702743,,,,,,,,,,,,,I,20221104,,
1248702744,20221022,3912731,기****,,도매 및 소매업,,중소기업,B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
1248702744,,,,,,,,,,,,,I,20221104,,
1248702745,20221022,3957938,국****,,건 설 업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
1248702745,,,,,,,,,,,,,I,20221104,,
1248702746,20221022,3959870,이****,,건 설 업,,중소기업,B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
1248702746,,,,,,,,,,,,,I,20221104,,
1248702747,20221022,3978425,원****,,정보통신업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
1248702747,,,,,,,,,,,,,I,20221104,,
1248702748,20221022,3994469,윈****,,정보통신업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1248702748,,,,,,,,,,,,,I,20221104,,
1248702749,20221022,4137484,유****,,도매 및 소매업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1248702749,,,,,,,,,,,,,I,20221104,,
1248702750,20221022,4192406,휴****,,"사업시설 관리, 사업 지원 및 임대 서비스업",,중소기업,B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
1248702750,,,,,,,,,,,,,I,20221104,,
1248702751,20221022,4221347,오****,,제 조 업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
1248702751,,,,,,,,,,,,,I,20221104,,
1248702752,20221022,4335171,유****,,건 설 업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
1248702752,,,,,,,,,,,,,I,20221104,,
1248702753,20221022,5876728,한****,,건 설 업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
1248702753,,,,,,,,,,,,,I,20221104,,
1248702754,20221022,5896387,인****,,정보통신업,,중소기업,B3,20220719,,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준",,I,20221104,,
1248702754,,,,,,,,,,,,,I,20221104,,
1248702755,20221022,6030287,킴****,,정보통신업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
1248702755,,,,,,,,,,,,,I,20221104,,
1248702756,20221022,9294168,화****,,정보통신업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
1248702756,,,,,,,,,,,,,I,20221104,,
1248802757,20221022,6635671,코****,,"전문, 과학 및 기술 서비스업",,중소기업,C3,20220719,,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준,,I,20221104,,
1248802757,,,,,,,,,,,,,I,20221104,,
1250402758,,,,,,,,,,,,,I,20221104,,
1251202759,,,,,,,,,,,,,I,20221104,,
1251302760,,,,,,,,,,,,,I,20221104,,
1251502761,,,,,,,,,,,,,I,20221104,,
1251802762,,,,,,,,,,,,,I,20221104,,
1252002763,,,,,,,,,,,,,I,20221104,,
1252102764,,,,,,,,,,,,,I,20221104,,
1252302765,,,,,,,,,,,,,I,20221104,,
1252402766,,,,,,,,,,,,,I,20221104,,
1252502767,,,,,,,,,,,,,I,20221104,,
1258102768,20221022,1214282,진****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
1258102768,,,,,,,,,,,,,I,20221104,,
1258102769,20221022,1917628,광****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
1258102769,,,,,,,,,,,,,I,20221104,,
1258102770,20221022,1996263,성****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
1258102770,,,,,,,,,,,,,I,20221104,,
1258102771,20221022,2155936,제****,,도매 및 소매업,,중소기업,C3,20220719,,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준,,I,20221104,,
1258102771,,,,,,,,,,,,,I,20221104,,
1258102772,20221022,1255948,서****,,건 설 업,,중소기업,C3,20220719,,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준,,I,20221104,,
1258102772,,,,,,,,,,,,,I,20221104,,
1258102773,20221022,1982010,케****,,건 설 업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
1258102773,,,,,,,,,,,,,I,20221104,,
1258102774,20221022,2171386,안****,,도매 및 소매업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
1258102774,,,,,,,,,,,,,I,20221104,,
1258102775,20221022,2186503,에****,,도매 및 소매업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
1258102775,,,,,,,,,,,,,I,20221104,,
1258102776,20221022,2778748,성****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1258102776,,,,,,,,,,,,,I,20221104,,
1258102777,20221022,3052657,성****,,건 설 업,,중소기업,C3,20220719,,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준,,I,20221104,,
1258102777,,,,,,,,,,,,,I,20221104,,
1258102778,20221022,3204932,광****,,건 설 업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
1258102778,,,,,,,,,,,,,I,20221104,,
1258102779,20221022,4056694,케****,,건 설 업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
1258102779,,,,,,,,,,,,,I,20221104,,
1258502780,20221022,1694397,동****,,제 조 업,,중견기업,A1,20220719,,"최상위의 단기거래 신용능력을 보유하여, 채무불이행으로 인한 위험 가능성이 극히 낮으며, 현 단계에서 합리적으로 예측가능한 장래의 어떠한 환경변화에도 대처 가능한 초우량의 신용",,I,20221104,,
1258502780,,,,,,,,,,,,,I,20221104,,
1258602781,20221022,5843771,광****,,건 설 업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
1258602781,,,,,,,,,,,,,I,20221104,,
1258602782,20221022,5957096,더****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1258602782,,,,,,,,,,,,,I,20221104,,
1258602783,20221022,6032511,엘****,,건 설 업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
1258602783,,,,,,,,,,,,,I,20221104,,
1258602784,20221022,6653962,리****,,제 조 업,,중소기업,C3,20220719,,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준,,I,20221104,,
1258602784,,,,,,,,,,,,,I,20221104,,
1258602785,20221022,9218721,영****,,건 설 업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
1258602785,,,,,,,,,,,,,I,20221104,,
1258802786,20221022,6558179,나****,,정보통신업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1258802786,,,,,,,,,,,,,I,20221104,,
1260102787,,,,,,,,,,,,,I,20221104,,
1260202788,,,,,,,,,,,,,I,20221104,,
1261102789,,,,,,,,,,,,,I,20221104,,
1262202790,,,,,,,,,,,,,I,20221104,,
1262202791,,,,,,,,,,,,,I,20221104,,
1262402792,,,,,,,,,,,,,I,20221104,,
1262502793,,,,,,,,,,,,,I,20221104,,
1262602794,,,,,,,,,,,,,I,20221104,,
1262802795,,,,,,,,,,,,,I,20221104,,
1262902796,,,,,,,,,,,,,I,20221104,,
1263002797,,,,,,,,,,,,,I,20221104,,
1268102798,20221022,1869860,엘****,,제 조 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
1268102798,,,,,,,,,,,,,I,20221104,,
1268102799,20221022,1748550,한****,,건 설 업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
1268102799,,,,,,,,,,,,,I,20221104,,
1268102800,20221022,1549963,성****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1268102800,,,,,,,,,,,,,I,20221104,,
1268102801,20221022,1726789,대****,,건 설 업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
1268102801,,,,,,,,,,,,,I,20221104,,
1268102802,20221022,1591014,대****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
1268102802,,,,,,,,,,,,,I,20221104,,
1268102803,20221022,1655581,케****,,건 설 업,,중소기업,C2,20220719,,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준",,I,20221104,,
1268102803,,,,,,,,,,,,,I,20221104,,
1268102804,20221022,1904895,지****,,도매 및 소매업,,중소기업,C3,20220719,,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준,,I,20221104,,
1268102804,,,,,,,,,,,,,I,20221104,,
1268102805,20221022,1185780,제****,,건 설 업,,중소기업,C3,20220719,,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준,,I,20221104,,
1268102805,,,,,,,,,,,,,I,20221104,,
1268102806,20221022,1685369,파****,,건 설 업,,중소기업,A3,20220719,,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준",,I,20221104,,
1268102806,,,,,,,,,,,,,I,20221104,,
1268102807,20221022,1803679,삼****,,건 설 업,,중소기업,B1,20220719,,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준",,I,20221104,,
1268102807,,,,,,,,,,,,,I,20221104,,
1268102808,20221022,1329285,제****,,건 설 업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
1268102808,,,,,,,,,,,,,I,20221104,,
1268102809,20221022,2268258,신****,,건 설 업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
1268102809,,,,,,,,,,,,,I,20221104,,
1268102810,20221022,2643544,인****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1268102810,,,,,,,,,,,,,I,20221104,,
1268102811,20221022,2738041,대****,,건 설 업,,중소기업,C1,20220719,,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준",,I,20221104,,
1268102811,,,,,,,,,,,,,I,20221104,,
1268602812,,,,,,,,,,,,,I,20221104,,
1268602813,20221022,3696220,엠****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1268602813,,,,,,,,,,,,,I,20221104,,
1268602814,20221022,3713660,화****,,건 설 업,,중소기업,B2,20220719,,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준",,I,20221104,,
1268602814,,,,,,,,,,,,,I,20221104,,
