사업자등록번호,순번,데이터수집일자,데이터구분,과제명,과제코드,성과ID,성과고유번호,성과년도,과제기준년도,부처코드,부처명,예산사업코드,예산사업명,연구수행기관코드,연구수행주체명,6T코드,6T분류명,국가기술지도코드,국가기술지도명,과학기술표준대분류코드,과학기술표준대분류명,과학기술표준중분류코드,과학기술표준중분류명,과학기술표준소분류코드,과학기술표준소분류명,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
1081101203,5,20220413,EQU,고성능 모바일 전자기기를 위한 ASIC/Memory 모듈용 50um Via Pitch GCB(Glass Circuit Board)기반 응용 기술 개발,1711026067,20170901000000207829,NFEC-2017-09-239965,2016,2015,P12,미래창조과학부,U60004,전자정보디바이스산업원천기술개발사업,ZA36977,심***,010112,집적회로기술,060000,위의 국가전략기술에 속하지 않는 기타 연구,ED0502,PCB 부품,,,,,I,20221104,,
1081101203,6,20220413,EQU,차세대 초박형 MCP 인쇄회로기판 모듈/SiP용 임베디드 PCB 모듈,1415121864,20131227000000169434,NFEC-2013-12-184604,2013,2012,N38,지식경제부,U10747,부품소재산업경쟁력향상(소재부품기술개발),ABC1191,하***,010115,기타 정보통신 부품기술,012700,차세대 디스플레이 기술,K0599,달리 분류되지 않는 전기전자부품,,,,,I,20221104,,
1081101203,7,20220413,EQU,"FCCSP 및 고다층 PCB의 전기, 광학적 기판 결함 자동 측정 및 검사 시스템 개발",1415098290,20110211000000104875,NFEC-2011-02-140710,2008,2009,N38,지식경제부,200807432320311A,산업고도화기술개발,ZC84755,오***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,041500,초미세 장비 및 공정 기술,K01,광응용기기,,,,,I,20221104,,
1081101203,8,20220413,EQU,감광물질 노광용 Maskless 방식의 광 모듈 개발,1415087911,20110211000000104869,NFEC-2011-02-140701,2008,2008,N38,지식경제부,200807435360301A,부품소재산업경쟁력향상사업,ZA67372,프***,030416,나노패터닝 공정기술,041400,초정밀 가공시스템기술,B5,물리학,,광학,,,I,20221104,,
1081101203,9,20220413,EQU,감광물질 노광용 Maskless 방식의 광 모듈 개발,1415087911,20110211000000104865,NFEC-2011-02-140697,2009,2008,N38,지식경제부,200807435360301A,부품소재산업경쟁력향상사업,ZA67372,프***,030416,나노패터닝 공정기술,041400,초정밀 가공시스템기술,B5,물리학,,광학,,,I,20221104,,
1081101203,10,20220413,EQU,B2it 공법을 이용한 플래쉬메모리카드 및 CSP 기판개발,1415078556,20091120000000050886,NFEC-2009-11-076997,2008,2007,038,산업자원부,20070380380355,부품소재산업경쟁력향상사업,ZA36977,심***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,I3,전기·전자,,전자요소기술,,,I,20221104,,
1081101203,11,20220413,EQU,B2it 공법을 이용한 플래쉬메모리카드 및 CSP 기판개발,1415078556,20091120000000050901,NFEC-2009-11-076996,2008,2007,038,산업자원부,20070380380355,부품소재산업경쟁력향상사업,ZA36977,심***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,I3,전기·전자,,전자요소기술,,,I,20221104,,
1081101203,12,20220413,EQU,B2it 공법을 이용한 플래쉬메모리카드 및 CSP 기판개발,1410051603,20091120000000050880,NFEC-2009-11-076998,2007,2006,038,산업자원부,2300050015200600,부품소재기술개발,ZA36977,심***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,,,,,,,I,20221104,,
1081101203,13,20220413,EQU,,,20110211000000104879,NFEC-2011-02-141881,2003,,,,,보안,,,,,,,,,,,,,I,20221104,,
1081101203,14,20220413,EQU,,,20110211000000104876,NFEC-2011-02-141880,2003,,,,,보안,,,,,,,,,,,,,I,20221104,,
1081101203,15,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1081301204,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1081301204,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1081301205,1,20220410,EQU,복합방사 Melt Blown을 이용한 Recycling이 가능한 차량용 고효율 흡음소재의 개발,1415077850,20091014000000046261,NFEC-2009-10-072843,2007,2007,038,산업자원부,20070380380270,지역전략산업진흥,ZB71333,성***,050312,환경친화형소재(Eco-material)개발기술,020300,선도물질도출기술,G4,재료,,복합재료,,,I,20221104,,
1081301205,2,20220410,EQU,극세사 합성섬유를 이용한 공기청정기용 고효율 저압력손실 Multi Layer Filter의 개발,1415089803,20091014000000046253,NFEC-2009-10-072837,2008,2008,N38,지식경제부,2007020223203061,지역전략산업진흥,ZB71333,성***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,041500,초미세 장비 및 공정 기술,I2,전기·전자,,전자제품,,,I,20221104,,
1081301205,3,20220410,EQU,극세사 합성섬유를 이용한 공기청정기용 고효율 저압력손실 Multi Layer Filter의 개발,1415077979,20091014000000046305,NFEC-2009-10-072856,2007,2007,038,산업자원부,20070380380270,지역전략산업진흥,ZB71333,성***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,041500,초미세 장비 및 공정 기술,G3,재료,,고분자재료,,,I,20221104,,
1081301205,4,20220410,EQU,복합방사 Melt Blown을 이용한 Recycling이 가능한 차량용 고효율 흡음소재의 개발,1415077850,20091014000000046332,NFEC-2009-10-072725,2008,2007,038,산업자원부,20070380380270,지역전략산업진흥,ZB71333,성***,050312,환경친화형소재(Eco-material)개발기술,020300,선도물질도출기술,G4,재료,,복합재료,,,I,20221104,,
1081301205,5,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1081401206,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1081401206,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1081401207,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1081701208,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1081701208,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1081801209,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1081801209,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1081901210,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1081901210,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1081901211,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1081901211,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1082301212,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1082301212,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1082401213,1,20220410,EQU,강설 시 실시간 계측이 가능한 센서 및 영상을 이용한 하이브리드형,1425085156,20140228000000171012,NFEC-2014-03-186093,2014,2013,P48,중소기업청,S2051,창업성장-기술개발사업,ACC9826,다***,010314,신호처리기술(영상·음성처리·인식·합성),011800,영화·영상·디지털 미디어 표준화기술,ED0701,계측센서/부품,,,,,I,20221104,,
1082401213,2,20220410,EQU,미세공정 화합물 반도체 기반 밀리미터파 대역 5G 부품기술 개발,1711103264,20201119000000250468,NFEC-2020-11-266008,2020,2020,P71,과학기술정보통신부,BIZ2020008BIZ2020049BIZ2020136,방송통신산업기술개발,ACW3591,한***,010115,기타 정보통신 부품기술,120101,위의 중점과학기술에 속하지 않는 기타 연구,EE1101,이동통신 모듈/부품,,,,,I,20221104,,
1082401213,3,20220410,EQU,미세공정 화합물 반도체 기반 밀리미터파 대역 5G 부품기술 개발,1711103264,20201119000000250466,NFEC-2020-11-266007,2020,2020,P71,과학기술정보통신부,BIZ2020008BIZ2020049BIZ2020136,방송통신산업기술개발,ACW3591,한***,010115,기타 정보통신 부품기술,120101,위의 중점과학기술에 속하지 않는 기타 연구,EE1101,이동통신 모듈/부품,,,,,I,20221104,,
1082401213,4,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1083101214,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1083101214,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101215,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101215,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101216,1,20220411,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101216,2,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101216,3,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101217,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101217,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101218,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101219,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101219,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101220,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101221,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101221,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101222,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101223,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101223,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101224,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101225,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101225,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101226,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101226,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101227,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101228,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101229,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101230,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101231,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101232,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101232,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101233,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101234,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101234,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101235,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101235,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101236,1,20220411,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101236,2,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101236,3,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101237,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101238,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101239,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101239,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101240,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101240,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101241,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101241,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101242,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101242,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101243,1,20220418,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101243,2,20220411,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101243,3,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101243,4,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101244,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101244,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101245,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101246,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101246,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101247,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101247,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101248,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101248,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101249,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101250,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101250,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101251,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101251,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101252,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101252,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101253,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101253,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101254,1,20220413,EQU,,,20210108000000251776,NFEC-2021-01-267322,2020,,,,,보안,,,,,,,,,,,,,I,20221104,,
1088101254,2,20220413,EQU,,,20210113000000251921,NFEC-2021-01-267319,2020,,,,,보안,,,,,,,,,,,,,I,20221104,,
1088101254,3,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101255,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101256,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101257,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101257,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101258,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101258,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088101259,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088201260,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088201260,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088601261,1,20220410,EQU,,,20201023000000249918,NFEC-2020-11-265559,2017,,,,,보안,,,,,,,,,,,,,I,20221104,,
1088601261,2,20220410,EQU,,,20201023000000249923,NFEC-2020-11-265563,2018,,,,,보안,,,,,,,,,,,,,I,20221104,,
1088601261,3,20220410,EQU,,,20201023000000249921,NFEC-2020-11-265561,2020,,,,,보안,,,,,,,,,,,,,I,20221104,,
1088601261,4,20220410,EQU,,,20201023000000249920,NFEC-2020-11-265560,2020,,,,,보안,,,,,,,,,,,,,I,20221104,,
1088601261,5,20220410,EQU,,,20201023000000249922,NFEC-2020-11-265562,2020,,,,,보안,,,,,,,,,,,,,I,20221104,,
1088601261,6,20220410,EQU,,,20201023000000249917,NFEC-2020-11-265558,2017,,,,,보안,,,,,,,,,,,,,I,20221104,,
1088601261,7,20220410,EQU,,,20201023000000249916,NFEC-2020-11-265557,2017,,,,,보안,,,,,,,,,,,,,I,20221104,,
1088601261,8,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088601262,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088601262,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088601263,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088601264,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088601265,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088601266,1,20220411,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088601266,2,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088601266,3,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088601267,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088601268,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088601269,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1088601269,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1090301270,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1090301270,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1090501271,1,20220410,EQU,디지털 디스플레이용 고연색 LED-BLU 패널,1415111439,20130219000000160598,NFEC-2013-02-176175,2011,2010,N38,지식경제부,200807435310304A,부품소재산업경쟁력향상,AAR4954,디***,010115,기타 정보통신 부품기술,010200,초고속 무선 멀티미디어/4G이동통신기술,K10,디스플레이,,,,,I,20221104,,
1090501271,2,20220410,EQU,디지털 디스플레이용 고연색 LED-BLU 패널,1415117064,20121115000000156489,NFEC-2013-02-175395,2012,2011,N38,지식경제부,W00159,수요자연계형 부품소재기술개발사업,AAR4954,디***,010115,기타 정보통신 부품기술,010200,초고속 무선 멀티미디어/4G이동통신기술,K10,디스플레이,,,,,I,20221104,,
1090501271,3,20220410,EQU,디지털 디스플레이용 고연색 LED-BLU 패널,1415117064,20121115000000156475,NFEC-2013-02-175236,2012,2011,N38,지식경제부,W00159,수요자연계형 부품소재기술개발사업,AAR4954,디***,010115,기타 정보통신 부품기술,010200,초고속 무선 멀티미디어/4G이동통신기술,K10,디스플레이,,,,,I,20221104,,
1090501271,4,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1090601272,1,20220410,EQU,Super Soft Angora 섬유를 이용한 고품위 의류제품 개발,1415102851,20110218000000107393,NFEC-2011-02-143260,2009,2009,N38,지식경제부,200807435360303A,섬유산업스트림간협력사업,AAF9287,신***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,042000,고성능 복합기능 섬유소재 기술,J07,섬유제조,J09,섬유제품,J09,섬유제품,I,20221104,,
1090601272,2,20220410,EQU,Super Soft Angora 섬유를 이용한 고품위 의류제품 개발,1415102851,20110218000000107409,NFEC-2011-02-143310,2009,2009,N38,지식경제부,200807435360303A,섬유산업스트림간협력사업,AAF9287,신***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,042000,고성능 복합기능 섬유소재 기술,J07,섬유제조,J09,섬유제품,J09,섬유제품,I,20221104,,
1090601272,3,20220410,EQU,Ramie 복합 소재를 이용한 프리미엄 셀룰로스 니트 의류 제품 개발,1415110014,20110218000000107418,NFEC-2011-02-143420,2011,2010,N38,지식경제부,200807435360303A,섬유산업스트림간협력기술개발사업,ZA36181,신***,060214,기타 생활문화기술,042000,고성능 복합기능 섬유소재 기술,SE05,의류,,,,,I,20221104,,
1090601272,4,20220410,EQU,Ramie 복합 소재를 이용한 프리미엄 셀룰로스 니트 의류 제품 개발,1415110014,20110218000000107416,NFEC-2011-02-143318,2011,2010,N38,지식경제부,200807435360303A,섬유산업스트림간협력기술개발사업,ZA36181,신***,060214,기타 생활문화기술,042000,고성능 복합기능 섬유소재 기술,SE05,의류,,,,,I,20221104,,
1090601272,5,20220410,EQU,Ramie 복합 소재를 이용한 프리미엄 셀룰로스 니트 의류 제품 개발,1415110014,20110218000000107421,NFEC-2011-02-143422,2011,2010,N38,지식경제부,200807435360303A,섬유산업스트림간협력기술개발사업,ZA36181,신***,060214,기타 생활문화기술,042000,고성능 복합기능 섬유소재 기술,SE05,의류,,,,,I,20221104,,
1090601272,6,20220410,EQU,Ramie 복합 소재를 이용한 프리미엄 셀룰로스 니트 의류 제품 개발,1415110014,20110218000000107419,NFEC-2011-02-143421,2011,2010,N38,지식경제부,200807435360303A,섬유산업스트림간협력기술개발사업,ZA36181,신***,060214,기타 생활문화기술,042000,고성능 복합기능 섬유소재 기술,SE05,의류,,,,,I,20221104,,
1090601272,7,20220410,EQU,Ramie 복합 소재를 이용한 프리미엄 셀룰로스 니트 의류 제품 개발,1415110014,20110218000000107414,NFEC-2011-02-143319,2011,2010,N38,지식경제부,200807435360303A,섬유산업스트림간협력기술개발사업,ZA36181,신***,060214,기타 생활문화기술,042000,고성능 복합기능 섬유소재 기술,SE05,의류,,,,,I,20221104,,
1090601272,8,20220410,EQU,Super Soft Angora 섬유를 이용한 고품위 의류제품 개발,1415102851,20110218000000107389,NFEC-2011-02-143257,2009,2009,N38,지식경제부,200807435360303A,섬유산업스트림간협력사업,AAF9287,신***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,042000,고성능 복합기능 섬유소재 기술,J07,섬유제조,J09,섬유제품,J09,섬유제품,I,20221104,,
1090601272,9,20220410,EQU,Super Soft Angora 섬유를 이용한 고품위 의류제품 개발,1415102851,20110218000000107377,NFEC-2011-02-143241,2009,2009,N38,지식경제부,200807435360303A,섬유산업스트림간협력사업,AAF9287,신***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,042000,고성능 복합기능 섬유소재 기술,J07,섬유제조,J09,섬유제품,J09,섬유제품,I,20221104,,
1090601272,10,20220410,EQU,Super Soft Angora 섬유를 이용한 고품위 의류제품 개발,1415102851,20110218000000107396,NFEC-2011-02-143404,2009,2009,N38,지식경제부,200807435360303A,섬유산업스트림간협력사업,AAF9287,신***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,042000,고성능 복합기능 섬유소재 기술,J07,섬유제조,J09,섬유제품,J09,섬유제품,I,20221104,,
1090601272,11,20220410,EQU,Super Soft Angora 섬유를 이용한 고품위 의류제품 개발,1415102851,20110218000000107400,NFEC-2011-02-143412,2009,2009,N38,지식경제부,200807435360303A,섬유산업스트림간협력사업,AAF9287,신***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,042000,고성능 복합기능 섬유소재 기술,J07,섬유제조,J09,섬유제품,J09,섬유제품,I,20221104,,
1090601272,12,20220410,EQU,Super Soft Angora 섬유를 이용한 고품위 의류제품 개발,1415102851,20110218000000107407,NFEC-2011-02-143407,2009,2009,N38,지식경제부,200807435360303A,섬유산업스트림간협력사업,AAF9287,신***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,042000,고성능 복합기능 섬유소재 기술,J07,섬유제조,J09,섬유제품,J09,섬유제품,I,20221104,,
1090601272,13,20220410,EQU,Super Soft Angora 섬유를 이용한 고품위 의류제품 개발,1415102851,20110218000000107375,NFEC-2011-02-143239,2009,2009,N38,지식경제부,200807435360303A,섬유산업스트림간협력사업,AAF9287,신***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,042000,고성능 복합기능 섬유소재 기술,J07,섬유제조,J09,섬유제품,J09,섬유제품,I,20221104,,
1090601272,14,20220410,EQU,Super Soft Angora 섬유를 이용한 고품위 의류제품 개발,1415102851,20110218000000107399,NFEC-2011-02-143411,2009,2009,N38,지식경제부,200807435360303A,섬유산업스트림간협력사업,AAF9287,신***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,042000,고성능 복합기능 섬유소재 기술,J07,섬유제조,J09,섬유제품,J09,섬유제품,I,20221104,,
1090601272,15,20220410,EQU,Super Soft Angora 섬유를 이용한 고품위 의류제품 개발,1415102851,20110218000000107403,NFEC-2011-02-143584,2009,2009,N38,지식경제부,200807435360303A,섬유산업스트림간협력사업,AAF9287,신***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,042000,고성능 복합기능 섬유소재 기술,J07,섬유제조,J09,섬유제품,J09,섬유제품,I,20221104,,
1090601272,16,20220410,EQU,Super Soft Angora 섬유를 이용한 고품위 의류제품 개발,1415102851,20110218000000107391,NFEC-2011-02-143259,2009,2009,N38,지식경제부,200807435360303A,섬유산업스트림간협력사업,AAF9287,신***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,042000,고성능 복합기능 섬유소재 기술,J07,섬유제조,J09,섬유제품,J09,섬유제품,I,20221104,,
1090601272,17,20220410,EQU,Super Soft Angora 섬유를 이용한 고품위 의류제품 개발,1415102851,20110218000000107382,NFEC-2011-02-143245,2009,2009,N38,지식경제부,200807435360303A,섬유산업스트림간협력사업,AAF9287,신***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,042000,고성능 복합기능 섬유소재 기술,J07,섬유제조,J09,섬유제품,J09,섬유제품,I,20221104,,
1090601272,18,20220410,EQU,Super Soft Angora 섬유를 이용한 고품위 의류제품 개발,1415102851,20110218000000107405,NFEC-2011-02-143405,2009,2009,N38,지식경제부,200807435360303A,섬유산업스트림간협력사업,AAF9287,신***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,042000,고성능 복합기능 섬유소재 기술,J07,섬유제조,J09,섬유제품,J09,섬유제품,I,20221104,,
1090601272,19,20220410,EQU,Super Soft Angora 섬유를 이용한 고품위 의류제품 개발,1415102851,20110218000000107378,NFEC-2011-02-143244,2009,2009,N38,지식경제부,200807435360303A,섬유산업스트림간협력사업,AAF9287,신***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,042000,고성능 복합기능 섬유소재 기술,J07,섬유제조,J09,섬유제품,J09,섬유제품,I,20221104,,
1090601272,20,20220410,EQU,Super Soft Angora 섬유를 이용한 고품위 의류제품 개발,1415102851,20110218000000107398,NFEC-2011-02-143409,2009,2009,N38,지식경제부,200807435360303A,섬유산업스트림간협력사업,AAF9287,신***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,042000,고성능 복합기능 섬유소재 기술,J07,섬유제조,J09,섬유제품,J09,섬유제품,I,20221104,,
1090601272,21,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1090701273,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1090801274,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1090801274,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1090901275,1,20220410,EQU,철도 시공을 위한 14톤급 굴삭기용 궤도 주행장치 및 어태치먼트 개발,1425106282,20171011000000211756,NFEC-2017-10-240123,2017,2016,P48,중소기업청,S2011,기술혁신개발사업,ACI1385,주***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,020113,기계적 에너지 저장 기술,EA9999,달리 분류되지 않는 기계,,,,,I,20221104,,
1090901275,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1091101276,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1091301277,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1091301277,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1091301278,1,20220411,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1091301278,2,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1091301278,3,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1094901279,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1094901279,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1095001280,1,20220410,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
1095001280,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
