사업자등록번호,순번,데이터수집일자,데이터구분,과제명,과제코드,성과ID,성과고유번호,성과년도,과제기준년도,부처코드,부처명,예산사업코드,예산사업명,연구수행기관코드,연구수행주체명,6T코드,6T분류명,국가기술지도코드,국가기술지도명,과학기술표준대분류코드,과학기술표준대분류명,과학기술표준중분류코드,과학기술표준중분류명,과학기술표준소분류코드,과학기술표준소분류명,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
2208204582,36,20220413,EQU,u-IT 허브 구축,1415086491,20090409000000043442,NFEC-2009-04-070314,2008,2008,N38,지식경제부,200807432330302B,U-IT허브구축,B440003,한***,010214,기타 네트워크기술,010500,지능네트워크 기술,I9,전기·전자,,융합전기전자기술 시스템,,,I,20221104,,
2208204582,37,20220413,EQU,u-IT 허브 구축,1415086491,20090409000000043420,NFEC-2009-04-070292,2008,2008,N38,지식경제부,200807432330302B,U-IT허브구축,B440003,한***,010214,기타 네트워크기술,010500,지능네트워크 기술,I9,전기·전자,,융합전기전자기술 시스템,,,I,20221104,,
2208204582,38,20220413,EQU,u-IT 허브 구축,1415086491,20090409000000043435,NFEC-2009-04-070307,2008,2008,N38,지식경제부,200807432330302B,U-IT허브구축,B440003,한***,010214,기타 네트워크기술,010500,지능네트워크 기술,I9,전기·전자,,융합전기전자기술 시스템,,,I,20221104,,
2208204582,39,20220413,EQU,u-IT 허브 구축,1415086491,20090409000000043406,NFEC-2009-04-070278,2008,2008,N38,지식경제부,200807432330302B,U-IT허브구축,B440003,한***,010214,기타 네트워크기술,010500,지능네트워크 기술,I9,전기·전자,,융합전기전자기술 시스템,,,I,20221104,,
2208204582,40,20220413,EQU,u-IT 허브 구축,1415086491,20090409000000043401,NFEC-2009-04-070273,2008,2008,N38,지식경제부,200807432330302B,U-IT허브구축,B440003,한***,010214,기타 네트워크기술,010500,지능네트워크 기술,I9,전기·전자,,융합전기전자기술 시스템,,,I,20221104,,
2208204582,41,20220413,EQU,u-IT 허브 구축,1415086491,20090409000000043417,NFEC-2009-04-070289,2008,2008,N38,지식경제부,200807432330302B,U-IT허브구축,B440003,한***,010214,기타 네트워크기술,010500,지능네트워크 기술,I9,전기·전자,,융합전기전자기술 시스템,,,I,20221104,,
2208204582,42,20220413,EQU,u-IT 허브 구축,1415086491,20090409000000043379,NFEC-2009-04-070251,2008,2008,N38,지식경제부,200807432330302B,U-IT허브구축,B440003,한***,010214,기타 네트워크기술,010500,지능네트워크 기술,I9,전기·전자,,융합전기전자기술 시스템,,,I,20221104,,
2208204582,43,20220413,EQU,,,20190123000000232709,NFEC-2019-01-248729,2009,,,,,보안,,,,,,,,,,,,,I,20221104,,
2208204582,44,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20100203000000052545,NFEC-2010-02-078386,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,45,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20100203000000052553,NFEC-2010-02-078394,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,46,20220413,EQU,RFID/USN클러스터구축,1415109550,20110117000000095879,NFEC-2011-01-133642,2010,2010,N38,지식경제부,2006020323503011,RFID/USN클러스터구축,ABY4524,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,47,20220413,EQU,RFID/USN클러스터구축,1415109550,20110117000000095886,NFEC-2011-01-133602,2010,2010,N38,지식경제부,2006020323503011,RFID/USN클러스터구축,ABY4524,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,48,20220413,EQU,RFID/USN클러스터구축,1415109550,20110117000000095936,NFEC-2011-01-133599,2010,2010,N38,지식경제부,2006020323503011,RFID/USN클러스터구축,ABY4524,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,49,20220413,EQU,RFID/USN클러스터구축,1415109550,20110117000000096000,NFEC-2011-01-133598,2010,2010,N38,지식경제부,2006020323503011,RFID/USN클러스터구축,ABY4524,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,50,20220413,EQU,RFID/USN 시험인증기반구축,1415118804,20120504000000141135,NFEC-2012-05-163158,2012,2011,N38,지식경제부,201107444030302A,정보통신연구기반구축,ABX5692,정***,010214,기타 네트워크기술,010500,지능네트워크 기술,L0999,달리 분류되지 않는 RFID/USN,,,,,I,20221104,,
2208204582,51,20220413,EQU,RFID/USN 시험인증기반구축,1415118804,20120601000000144255,NFEC-2012-06-163737,2012,2011,N38,지식경제부,201107444030302A,정보통신연구기반구축,ABX5692,정***,010214,기타 네트워크기술,010500,지능네트워크 기술,L0999,달리 분류되지 않는 RFID/USN,,,,,I,20221104,,
2208204582,52,20220413,EQU,SW-시스템반도체융합경쟁력강화,1415126970,20130218000000160578,NFEC-2013-02-176336,2012,2012,N38,지식경제부,201207448050304A,SW-시스템반도체융합경쟁력강화,ABX5692,정***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L0202,S/W 솔루션,,,,,I,20221104,,
2208204582,53,20220413,EQU,SW-시스템반도체융합경쟁력강화,1415126970,20130218000000160582,NFEC-2013-02-175933,2013,2012,N38,지식경제부,201207448050304A,SW-시스템반도체융합경쟁력강화,ABX5692,정***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L0202,S/W 솔루션,,,,,I,20221104,,
2208204582,54,20220413,EQU,SW-시스템반도체융합경쟁력강화,1415126970,20130218000000160551,NFEC-2013-02-176341,2013,2012,N38,지식경제부,201207448050304A,SW-시스템반도체융합경쟁력강화,ABX5692,정***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L0202,S/W 솔루션,,,,,I,20221104,,
2208204582,55,20220413,EQU,RFID/USN클러스터구축,1415109550,20110520000000109918,NFEC-2011-05-145475,2011,2010,N38,지식경제부,2006020323503011,RFID/USN클러스터구축,ABY4524,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,56,20220413,EQU,SW-시스템반도체융합경쟁력강화,1415126970,20130218000000160580,NFEC-2013-02-175936,2013,2012,N38,지식경제부,201207448050304A,SW-시스템반도체융합경쟁력강화,ABX5692,정***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L0202,S/W 솔루션,,,,,I,20221104,,
2208204582,57,20220413,EQU,RFID/USN 시험인증기반구축,1415123342,20130506000000162933,NFEC-2013-05-178642,2013,2012,N38,지식경제부,45004539302,정보통신연구기반구축,ABX5692,정***,010214,기타 네트워크기술,010500,지능네트워크 기술,L0999,달리 분류되지 않는 RFID/USN,,,,,I,20221104,,
2208204582,58,20220413,EQU,RFID/USN 시험인증기반구축,1415123342,20130506000000162967,NFEC-2013-05-178640,2013,2012,N38,지식경제부,45004539302,정보통신연구기반구축,ABX5692,정***,010214,기타 네트워크기술,010500,지능네트워크 기술,L0999,달리 분류되지 않는 RFID/USN,,,,,I,20221104,,
2208204582,59,20220413,EQU,RFID/USN 시험인증기반구축,1415123342,20120524000000143315,NFEC-2012-05-163654,2012,2012,N38,지식경제부,45004539302,정보통신연구기반구축,ABX5692,정***,010214,기타 네트워크기술,010500,지능네트워크 기술,L0999,달리 분류되지 않는 RFID/USN,,,,,I,20221104,,
2208204582,60,20220413,EQU,SW-시스템반도체융합경쟁력강화,1415126970,20130218000000160574,NFEC-2013-02-176339,2012,2012,N38,지식경제부,201207448050304A,SW-시스템반도체융합경쟁력강화,ABX5692,정***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L0202,S/W 솔루션,,,,,I,20221104,,
2208204582,61,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20100203000000052556,NFEC-2010-02-078397,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,62,20220413,EQU,RFID/USN클러스터구축,1415109550,20110117000000095927,NFEC-2011-01-133600,2010,2010,N38,지식경제부,2006020323503011,RFID/USN클러스터구축,ABY4524,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,63,20220413,EQU,RFID/USN클러스터구축,1415109550,20100203000000052548,NFEC-2010-02-078389,2010,2010,N38,지식경제부,2006020323503011,RFID/USN클러스터구축,ABY4524,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,64,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20090409000000043382,NFEC-2009-04-070254,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,65,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20100203000000052552,NFEC-2010-02-078393,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,66,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20100203000000052546,NFEC-2010-02-078387,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,67,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20090409000000043431,NFEC-2009-04-070303,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,68,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20100203000000052544,NFEC-2010-02-078385,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,69,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20090409000000043422,NFEC-2009-04-070294,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,70,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20090409000000043441,NFEC-2009-04-070313,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,71,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20100203000000052549,NFEC-2010-02-078390,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,72,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20090409000000043424,NFEC-2009-04-070296,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,73,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20090409000000043425,NFEC-2009-04-070297,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,74,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20100203000000052547,NFEC-2010-02-078388,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,75,20220413,EQU,RFID/USN클러스터구축,1415109550,20110117000000095901,NFEC-2011-01-133636,2010,2010,N38,지식경제부,2006020323503011,RFID/USN클러스터구축,ABY4524,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,76,20220413,EQU,RFID/USN클러스터구축,1415109550,20110117000000095915,NFEC-2011-01-133601,2010,2010,N38,지식경제부,2006020323503011,RFID/USN클러스터구축,ABY4524,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,77,20220413,EQU,RFID/USN클러스터구축,1415109550,20110117000000095875,NFEC-2011-01-133644,2010,2010,N38,지식경제부,2006020323503011,RFID/USN클러스터구축,ABY4524,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,78,20220413,EQU,RFID/USN클러스터구축,1415109550,20110117000000095923,NFEC-2011-01-133633,2010,2010,N38,지식경제부,2006020323503011,RFID/USN클러스터구축,ABY4524,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,79,20220413,EQU,RFID/USN클러스터구축,1415109550,20110331000000109602,NFEC-2011-03-145222,2011,2010,N38,지식경제부,2006020323503011,RFID/USN클러스터구축,ABY4524,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,80,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20090409000000043421,NFEC-2009-04-070293,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,81,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20100203000000052554,NFEC-2010-02-078395,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,82,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20100203000000052551,NFEC-2010-02-078392,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,83,20220413,EQU,RFID/USN 클러스터 구축,1415098989,20090409000000043423,NFEC-2009-04-070295,2009,2009,N38,지식경제부,36003632301,RFID/USN클러스터구축(R&D),ABX5692,정***,010411,기타 정보기술,010500,지능네트워크 기술,L09,RFID/USN,,,,,I,20221104,,
2208204582,84,20220413,EQU,,,20190123000000232765,NFEC-2019-01-248735,2007,,,,,보안,,,,,,,,,,,,,I,20221104,,
2208204582,85,20220413,EQU,u-IT 허브 구축,1415086491,20090409000000043437,NFEC-2009-04-070309,2008,2008,N38,지식경제부,200807432330302B,U-IT허브구축,B440003,한***,010214,기타 네트워크기술,010500,지능네트워크 기술,I9,전기·전자,,융합전기전자기술 시스템,,,I,20221104,,
2208204582,86,20220413,EQU,u-IT허브 구축,1440000199,200706050027,NFEC-2007-06-002325,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,87,20220413,EQU,u-IT허브 구축,1440000199,200706050020,NFEC-2007-06-013741,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,88,20220413,EQU,u-IT허브 구축,1440000199,200706050041,NFEC-2007-06-002339,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,89,20220413,EQU,u-IT허브 구축,1440000199,200706050004,NFEC-2007-06-013725,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,90,20220413,EQU,u-IT허브 구축,1440000199,200706050036,NFEC-2007-06-002334,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,91,20220413,EQU,u-IT허브 구축,1440000199,200706050034,NFEC-2007-06-002332,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,92,20220413,EQU,u-IT허브 구축,1440000199,200706050016,NFEC-2007-06-013737,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,93,20220413,EQU,u-IT허브 구축,1440000199,200706050043,NFEC-2007-06-002341,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,94,20220413,EQU,u-IT허브 구축,1440000199,200706050019,NFEC-2007-06-013740,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,95,20220413,EQU,u-IT허브 구축,1440000199,200706050018,NFEC-2007-06-013739,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,96,20220413,EQU,u-IT허브 구축,1440000199,20071119000000000637,NFEC-2007-11-047731,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,97,20220413,EQU,u-IT허브 구축,1440000199,200706050035,NFEC-2007-06-002333,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,98,20220413,EQU,u-IT허브 구축,1440000199,200706050030,NFEC-2007-06-002328,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,99,20220413,EQU,u-IT허브 구축,1440000199,200706050021,NFEC-2007-06-013742,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,100,20220413,EQU,u-IT허브 구축,1440000199,200706050033,NFEC-2007-06-002331,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,101,20220413,EQU,u-IT허브 구축,1440000199,200706050017,NFEC-2007-06-013738,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,102,20220413,EQU,u-IT허브 구축,1440000199,200706050001,NFEC-2007-06-013722,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,103,20220413,EQU,u-IT허브 구축,1440000199,200706050009,NFEC-2007-06-013730,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,104,20220413,EQU,u-IT허브 구축,1440000199,200706050003,NFEC-2007-06-013724,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,105,20220413,EQU,u-IT허브 구축,1440000199,200706050013,NFEC-2007-06-013734,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,106,20220413,EQU,u-IT허브 구축,1440000199,200706050042,NFEC-2007-06-002340,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,107,20220413,EQU,u-IT허브 구축,1440000199,200706050022,NFEC-2007-06-013743,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,108,20220413,EQU,u-IT허브 구축,1440000199,200706050025,NFEC-2007-06-002323,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,109,20220413,EQU,u-IT허브 구축,1440000199,200706050006,NFEC-2007-06-013727,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,110,20220413,EQU,SW-시스템반도체융합경쟁력강화,1415126970,20130218000000160550,NFEC-2013-02-176247,2013,2012,N38,지식경제부,201207448050304A,SW-시스템반도체융합경쟁력강화,ABX5692,정***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L0202,S/W 솔루션,,,,,I,20221104,,
2208204582,111,20220413,EQU,SW-시스템반도체융합경쟁력강화,1415126970,20130218000000160584,NFEC-2013-02-175932,2013,2012,N38,지식경제부,201207448050304A,SW-시스템반도체융합경쟁력강화,ABX5692,정***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L0202,S/W 솔루션,,,,,I,20221104,,
2208204582,112,20220413,EQU,SW-시스템반도체융합경쟁력강화,1415126970,20130218000000160576,NFEC-2013-02-176297,2012,2012,N38,지식경제부,201207448050304A,SW-시스템반도체융합경쟁력강화,ABX5692,정***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L0202,S/W 솔루션,,,,,I,20221104,,
2208204582,113,20220413,EQU,SW-시스템반도체융합경쟁력강화,1415126970,20130218000000160581,NFEC-2013-02-175934,2013,2012,N38,지식경제부,201207448050304A,SW-시스템반도체융합경쟁력강화,ABX5692,정***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L0202,S/W 솔루션,,,,,I,20221104,,
2208204582,114,20220413,EQU,SW-시스템반도체융합경쟁력강화,1415126970,20130218000000160571,NFEC-2013-02-176298,2012,2012,N38,지식경제부,201207448050304A,SW-시스템반도체융합경쟁력강화,ABX5692,정***,070000,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,L0202,S/W 솔루션,,,,,I,20221104,,
2208204582,115,20220413,EQU,u-IT허브 구축,1440000199,200706050028,NFEC-2007-06-002326,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,116,20220413,EQU,u-IT허브 구축,1440000199,200706050029,NFEC-2007-06-002327,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,117,20220413,EQU,u-IT허브 구축,1440000199,200706050024,NFEC-2007-06-002322,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,118,20220413,EQU,u-IT허브 구축,1440000199,20071109000000000423,NFEC-2007-11-047551,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,119,20220413,EQU,u-IT허브 구축,1440000199,200706050005,NFEC-2007-06-013726,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,120,20220413,EQU,u-IT허브 구축,1440000199,200706050002,NFEC-2007-06-013723,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,121,20220413,EQU,u-IT허브 구축,1440000199,20071115000000000548,NFEC-2007-11-047659,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,122,20220413,EQU,u-IT허브 구축,1440000199,20071115000000000541,NFEC-2007-11-047653,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,123,20220413,EQU,u-IT허브 구축,1440000199,200706050032,NFEC-2007-06-002330,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,124,20220413,EQU,u-IT허브 구축,1440000199,200706050012,NFEC-2007-06-013733,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,125,20220413,EQU,u-IT허브 구축,1440000199,200706050010,NFEC-2007-06-013731,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,126,20220413,EQU,u-IT허브 구축,1440000199,20071115000000000553,NFEC-2007-11-047664,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,127,20220413,EQU,u-IT허브 구축,1440000199,200706050014,NFEC-2007-06-013735,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,128,20220413,EQU,u-IT허브 구축,1440000199,20071119000000000634,NFEC-2007-11-047728,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
2208204582,129,20220413,EQU,u-IT허브 구축,1440000199,200706050039,NFEC-2007-06-002337,2006,2006,020,정보통신부,2400310001200600,u-IT클러스터구축,ZC82973,한***,010112,집적회로기술,010900,디지털 신호처리기술,,,,,,,I,20221104,,
