"BIZ_NO","COMPANY_NAME","CEO_NAME","FOUNDATION_DATE","ADDRESS"
"2248126809",하나코스,최정근,"20021009",강원도 횡성군 둔내면 덕송로 160 (현천리)
"1098180936",블리스팩,안종원외 1명,"20021010","경기 시흥시 경기과기대로 171 716호 (정왕동,시화공단3다)"
"1228175154",멀티씨에스,박윤서,"20021119",인천 부평구 경인로 918
"2118723185",사바비안,이종청,"20021107","서울특별시 금천구 벚꽃로 234 1404호 (가산동,에이스하이엔드타워6)"
"5148146315",피오코리아,손병철,"20021024",대구광역시 달성군 논공읍 논공중앙로 406 (본리리)
"1058636277",메트로코스메틱,변상원,"20020222","서울특별시 양천구 목동서로 77 1916호 (목동,현대월드타워)"
"2158636007",아담쇼핑,오재승,"20021107",서울 송파구 동남로 320-5 (오금동)
"3038132598",바이오에스텍,장석윤,"20020204",충북 음성군 원남면 원남산단로 274-46 (상당리)
"1148615164",코나드,최대통,"20020104",인천 남동구 남동서로 92 (고잔동)
"3018160351",제니코스,문기광,"20020402",충북 청주시 청원구 오창읍 양청송대길 153 (송대리)
"1148616668",쟌피오베르코스메틱,박창석,"20020306","서울 영등포구 여의대방로61길 2 1008호 (신길동,천록빌딩)"
"2118716248",지에프씨생명과학,강희철,"20020618","경기도 화성시 동탄순환대로 823 17층 (영천동,동탄에이팩시티)"
"1088166310",바찌화장품,최일규,"20020522",서울특별시 동작구 장승배기로 53 (상도동)
"1148619286",한방코리아,최석봉,"20020530","경기도 화성시 서신면 매화2길 53-3, 2층 (상안리)"
"1058639444",다모코스메틱,유광석,"20020506","인천광역시 남동구 남동대로262번길 63 (논현동,남동공단)"
"2208643932",아이피어리스,나기삼외 1명,"20020726",경기도 안성시 미양면 제2공단1길 104 (제2공단) (계륵리)
"2218121329",래디안,이성은,"20020524",강원도 춘천시 동내면 거두단지1길 31 (거두리)
"3078118303",피코바이오,민주홍,"20020123",전라북도 장수군 장계면 장무로 352-38 (송천리)
"5148146881",지엘코리아,오영선,"20021217","대구 중구 국채보상로 488 13층 (동산동,섬유회관)"
"1308187189",한국코스모,양주환외 1명,"20020501",충청남도 천안시 동남구 풍세면 풍세산단로 172 (보성리)
"2208644305",더마펌,한윤재,"20020805",강원도 원주시 지정면 청정로 84 (신평리)
"3038132337",라이프사이언스코스메틱,임병남,"20020307",충청북도 음성군 금왕읍 유촌로 168-8 (유촌리)
"1248197552",삼신코스메틱,김창수,"20020611",경기도 화성시 팔탄면 고주동방길 16-24 (고주리)
"1308193338",태익,정민경,"20021211",경기 부천시 삼작로107번길 23 (삼정동)
"2118715818",루미가넷네일죤,문유선,"20031101",서울특별시 강남구 역삼로 432 1층 (대치동)
"1358164857",엘랑,김철진,"20030829",강원도 원주시 신림면 가래머리길 20 (구학리)
"2148736452",뷰티르샤,김채호,"20030613","서울특별시 강남구 영동대로 417 3층 (대치동,오토웨이타워)"
"1268171257",가인화장품,송홍종,"20030428",인천 남동구 남동서로84번길 60 남동공단 (고잔동)
"5058135681",젠셀,김무영,"20030303",경북 경주시 충효8길 15-1 (충효동)
"1058649980",지엘케이파트너스,김유선,"20030206","경기 하남시 미사강변중앙로 190 309호 (망월동,하남미사롯데캐슬스타)"
"1248605246",더마랩,이동표,"20030123",강원 원주시 문막읍 문막공단길 231 (반계리)
"2068179346",시에스딜로스,김창호,"20030317",서울특별시 중랑구 상봉로 61 (면목동)
"2148740131",이노팜,임재영외  1명,"20030822","경남 창원시 진해구 충장로 361, 401동 1호 (경화동,그랜드메디컬)"
"2148739027",누벨에스테틱시스템,박정현,"20030801",서울 서초구 강남대로95길 9-14 (잠원동)
"2148726537",암코에스,윤영철,"20030108","서울특별시 서초구 효령로 304 2층 31호 (서초동,국제전자)"
"1318177928",피엘코스메틱,박경래,"20030225",인천 남동구 남동동로197번길 46 (고잔동)
"1318182789",오페이스코리아,김혜연,"20031201",인천 남동구 승기천로 364 (남촌동)
"2208664918",엠에스글로버스,황문성,"20030610","서울특별시 강남구 테헤란로 147 4층 413호 (역삼동,성지하이츠2차빌딩)"
"1318179509",서울화장품,한광석외 1명,"20030705",인천광역시 남동구 남동동로63번길 12 (고잔동)
"4168127353",화신상사,강은심,"20030701","전라남도 순천시 왕궁길 60, 108호 (조례동,중흥3차상가)"
"2068180824",도담인터내셔날,송용섭,"20030502","경기 성남시 중원구 사기막골로45번길 14, 비 비-106호 (상대원동,우림라이온스밸리2차)"
"1148632052",테라로이,박은미,"20031115","서울 송파구 석촌호수로 284 B동 103호 (송파동,현대레이크빌)"
