"BIZ_NO","COMPANY_NAME","CEO_NAME","FOUNDATION_DATE","IND_CD","IND_NAME","FOUNDATION_DATE","ADDRESS"
"1248690423",코드엠,정종필,"20100224","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20100224","서울특별시 금천구 서부샛길 606 A동 1810호 (가산동,대성디-폴리스지식산업센터)"
"1248737783",인디고엔터테인먼트,김주철,"20130107","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20130107","경기도 용인시 기흥구 흥덕1로 13 317호 (영덕동,흥덕아이티밸리 타워동)"
"1248750447",미디어코어시스템즈,이선기,"20140616","58219",기타 게임 소프트웨어 개발 및 공급업,"20140616","경기도 수원시 팔달구 권선로 731 2층 207호 (인계동,삼부르네상스빌딩)"
"1248755137",더더랩,지호준,"20141215","58219",기타 게임 소프트웨어 개발 및 공급업,"20141215","경기도 용인시 기흥구 흥덕1로79번길 37 501동 1903호 (영덕동,흥덕마을5단지호반베르디움)"
"1248758513",허니플러그,심형준,"20190626","58212",모바일 게임 소프트웨어 개발 및 공급업,"20190626","인천 부평구 부평대로 293 1016호 (청천동,인천콘텐츠기업육성센터)"
"1258632557",슈퍼데이,장승열,"20191216","58212",모바일 게임 소프트웨어 개발 및 공급업,"20191216","서울 구로구 디지털로 271 710호 (구로동,벽산디지털밸리3차)"
"1258632969",파켓에이시스,정동건,"20201102","58219",기타 게임 소프트웨어 개발 및 공급업,"20201102","서울특별시 서초구 바우뫼로7길 8 306-63호 (우면동,서초케이허브)"
"1258633240",아웃사이더키즈,김정대,"20210531","58219",기타 게임 소프트웨어 개발 및 공급업,"20210531","서울특별시 마포구 매봉산로 31 9층 구역 904호 (상암동,에스플렉스센터 서울게임콘텐츠센터)"
"1268617904",게임스페이스,황상용,"20090109","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20090109","경기도 하남시 신우실로 100 305호 304호, 305호 (감이동,현대테라타워감일)"
"1268667568",마키테크코리아,팽정숙,"20130712","58219",기타 게임 소프트웨어 개발 및 공급업,"20130712",경기 광주시 초월읍 산수로 169-22 (선동리)
"1268681804",스마트큐브,임지숙,"20170907","58219",기타 게임 소프트웨어 개발 및 공급업,"20170907",전라남도 나주시 우정로 10 바동 301호 (빛가람동)
"1278700363",퍼니앱,조용대,"20160422","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20160422","경기도 부천시 원미구 옥산로 83, 1010동 501호 (중동,꿈마을)"
"1288672790",엔랩소프트,주재현,"20120402","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20120402",서울특별시 마포구 어울마당로5길 52 3층 (서교동)
"1298130634",에이엔게임즈,김병수외 1명,"19991015","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"19991015","경기도 성남시 분당구 대왕판교로 670 A동 401호 (삼평동,유스페이스2)"
"1298167859",젠앤벤처스,김헌외 1명,"20031205","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20031205","서울특별시 강남구 테헤란로20길 9 6층 (역삼동,동궁빌딩)"
"1298610948",엔플루토,문태식,"20070619","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20070619","경기도 성남시 분당구 판교로 723 B동 901호 (야탑동,분당테크노파크)"
"1298655741",노력과행운,최준희,"20110114","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20110114","서울특별시 서초구 강남대로 369 12층 1840호 (서초동,에이플러스에셋타워)"
"1298658317",비콘게임즈,이종석,"20110304","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20110304","경기 성남시 분당구 백현로101번길 20 401호 (수내동,오피스라인)"
"1298658340",누비아일랜드,윤상웅,"20110322","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20110322","서울특별시 서초구 강남대로 369, 12동 1510호 (서초동,에이플러스에셋타워)"
"1298662688",트레이드게임랩,이성은,"20110624","58219",기타 게임 소프트웨어 개발 및 공급업,"20110624","경기 성남시 분당구 정자로 2 2102호 (정자동,분당정자푸르지오)"
"1298667136",티엠에스아이앤티,고기홍,"20111013","58219",기타 게임 소프트웨어 개발 및 공급업,"20111013","서울특별시 서초구 방배로 28 207호 (방배동,덕산빌딩)"
"1298670572",공게임즈,공두상,"20120102","58219",기타 게임 소프트웨어 개발 및 공급업,"20120102",경기 성남시 분당구 판교로255번길 58 6층 602호 (삼평동)
"1298680309",님블뉴런,김승후,"20130329","58219",기타 게임 소프트웨어 개발 및 공급업,"20130329","경기도 성남시 분당구 황새울로 246 9층 (수내동,도담빌딩)"
"1298681365",제이씨플래닛,강지호,"20130607","58219",기타 게임 소프트웨어 개발 및 공급업,"20130607",경기도 성남시 수정구 복정로 133 301호 (복정동)
"1298684187",락스게이밍,김윤중,"20131029","58219",기타 게임 소프트웨어 개발 및 공급업,"20131029","경기 성남시 분당구 성남대로925번길 19, 303호 (야탑동,터미널프라자)"
"1308628545",모비릭스,임중수,"20070709","58212",모바일 게임 소프트웨어 개발 및 공급업,"20070709","서울 금천구 가산디지털1로 186 A동 901호, 902호 (가산동,제이플라츠)"
"1308652929",아이소드,박영수외 1명,"20100709","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20100709","인천광역시 계양구 효서로64번길 19 401호 (효성동,영진빌라)"
"1308671310",배승씨엔이,배용신,"20120608","58219",기타 게임 소프트웨어 개발 및 공급업,"20120608","인천광역시 연수구 컨벤시아대로274번길 15 2301동 903호 (송도동,송도더샵마스터뷰)"
"1308679762",크림소프트게임즈,김원철,"20130325","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20130325","서울특별시 마포구 월드컵북로 402, 16층 (상암동,케이지아이티센터)"
"1308682006",제트플러스,이중화,"20130607","58219",기타 게임 소프트웨어 개발 및 공급업,"20130607","경기도 부천시 소향로 31, 705호내 719호 (상동,청죽타워빌딩)"
"1308686619",킹콩게임즈,김도경,"20131028","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20131028","서울 구로구 디지털로33길 55, 7층 702호 (구로동)"
"1308687020",블루그램,송의택,"20131114","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20131114","서울특별시 강남구 남부순환로363길 49 106호 (도곡동,도곡우성아파트)"
"1308689315",코코비,이상배,"20140121","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20140121","서울특별시 강남구 학동로 지하 105 B동 1층 3호 (논현동,제이빌딩)"
"1308701446",메가셀,조용대,"20140821","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20140821","경기도 부천시 원미구 부천로198번길 18, 202동 1507호 (춘의동,춘의테크노파크2차)"
"1308704443",마실게임즈,신승규,"20141110","58219",기타 게임 소프트웨어 개발 및 공급업,"20141110","인천광역시 중구 하늘별빛로 86 922동 1102호 (중산동,인천영종하늘도시한라비발디아파트)"
"1318629402",큐브다임,이정근,"20110708","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20110708","인천광역시 서구 청라커낼로 252 201동 4105호 (청라동,청라롯데캐슬오피스텔)"
"1318801183",에픽피어,이경미,"20180605","58219",기타 게임 소프트웨어 개발 및 공급업,"20180605",서울특별시 강남구 선릉로86길 38 7층 146호 (대치동)
"1328613465",온세텔링크,이선영,"20130204","58219",기타 게임 소프트웨어 개발 및 공급업,"20130204",경기도 남양주시 의안로122번길 22-2 1층 (평내동)
"1328632778",일공육,박용태,"20141223","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20141223","경기도 양평군 서종면 중미산로 354, 2층 (도장리)"
"1328700856",플레이트스튜디오,김성윤,"20171027","58212",모바일 게임 소프트웨어 개발 및 공급업,"20171027","경기도 성남시 수정구 창업로 54 804호 (시흥동,판교제2테크노밸리기업성장센터)"
"1328800659",잔디소프트,윤세민,"20170123","58219",기타 게임 소프트웨어 개발 및 공급업,"20170123","서울특별시 영등포구 선유로52길 11 6층 (당산동6가,석천)"
"1328802491",엠에스피이코리아,김형준,"20220421","58219",기타 게임 소프트웨어 개발 및 공급업,"20220421",대구광역시 남구 명덕로64길 5 2층 (이천동)
"1338801194",세컨드임팩트,김훈일,"20190712","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20190712",서울 강남구 강남대로 382 16층 (역삼동)
"1348664316",얄리,윤재민,"20100225","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20100225","경기도 안산시 상록구 삼리2길 4, 102호 (사동)"
"1348688230",나날이,박재환,"20120409","58219",기타 게임 소프트웨어 개발 및 공급업,"20120409",서울특별시 마포구 동교로12안길 24 3층 (서교동)
"1348710345",네모레이드,노현지,"20130603","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20130603","서울특별시 강남구 테헤란로25길 6-9 4층 (역삼동,석암빌딩)"
"1348800465",제이스원,김지훈,"20160921","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20160921","서울특별시 금천구 벚꽃로 298 501호 (가산동,대륭포스트타워6차)"
"1358651911",아트비티스튜디오,이왕수,"20150108","58219",기타 게임 소프트웨어 개발 및 공급업,"20150108",경기도 용인시 수지구 호수로126번길 68-29 (고기동)
"1368601113",로얄크로우,백승훈,"20180928","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20180928","경기도 성남시 분당구 정자일로213번길 5 302동 2층 (정자동,아이파크분당3)"
"1388162479",펄어비스,허진영,"20100910","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20100910","경기도 과천시 과천대로2길 48 (갈현동,펄어비스 홈 원)"
"1388194516",이음컨텐츠,안정후,"20140617","58219",기타 게임 소프트웨어 개발 및 공급업,"20140617","경기도 안양시 동안구 시민대로 401 2001호 (관양동,대륭테크노타운15차)"
"1388601287",비트랩,전영철,"20150127","58219",기타 게임 소프트웨어 개발 및 공급업,"20150127","경기도 하남시 미사강변한강로 290-3 230호 (망월동,미사강변도시씨3단지상가)"
"1388601332",맘모식스,유철호,"20150105","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20150105","대구 북구 호암로 51 4층 (침산동,대구창조경제혁신센터)"
"1398165090",도모데이터,조학룡,"20160316","58219",기타 게임 소프트웨어 개발 및 공급업,"20160316","서울특별시 강남구 언주로 506 4층 401호 (역삼동,역삼아르누보씨티)"
"1408160722",남광산업,김인,"20120125","58219",기타 게임 소프트웨어 개발 및 공급업,"20120125","경기도 시흥시 옥구천서로237번길 52, 409호 (정왕동)"
"1418142746",형설앤,장진혁,"20140807","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20140807","경기도 파주시 회동길 37-23, 3층 (문발동,홍진P&M)"
"1418601639",콘치즈게임즈,김용남,"20200221","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20200221",경기 성남시 분당구 성남대로343번길 10-6 3층 3131호 (정자동)
"1418700184",글립소프트,심호규,"20151020","58219",기타 게임 소프트웨어 개발 및 공급업,"20151020","서울특별시 서초구 마방로10길 54-7 5층 (양재동,석산빌딩)"
"1428150967",보보스카운티,홍현표,"20120823","58219",기타 게임 소프트웨어 개발 및 공급업,"20120823","경기도 용인시 기흥구 흥덕중앙로 120, 3202호 (영덕동,U-TOWER)"
"1428159686",피터프로그,강성진,"20130521","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20130521","전라남도 장흥군 장흥읍 중앙로 37-3, 2층 (건산리)"
"1428801183",데카르트,이제빈,"20190327","58219",기타 게임 소프트웨어 개발 및 공급업,"20190327","서울특별시 강남구 테헤란로 129 9층 912호 (역삼동,강남앤타워 917)"
"1448101119",웨일버드,김종환외 1명,"20120510","58212",모바일 게임 소프트웨어 개발 및 공급업,"20120510","경기도 성남시 분당구 판교역로192번길 16 8층 806호 에이440 (삼평동,판교타워)"
"1448102520",하이디어,김동규,"20120621","58219",기타 게임 소프트웨어 개발 및 공급업,"20120621","경기도 성남시 분당구 대왕판교로645번길 14 (삼평동,네오위즈판교타워)"
"1448104566",미어캣소프트,기석,"20120823","58219",기타 게임 소프트웨어 개발 및 공급업,"20120823","경기도 성남시 분당구 황새울로200번길 36 519호 (수내동,분당동부루트빌딩)"
"1448105911",스마일게이트메가포트,장인아,"20121010","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20121010","경기도 성남시 분당구 판교로 344 9층 (삼평동,스마일게이트캠퍼스)"
"1448109348",피플러그,이재상,"20130128","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20130128","경기도 하남시 조정대로 45 에프301호,302호 (풍산동,미사센텀비즈)"
"1448110938",레드트리스튜디오,이한국의별,"20130311","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20130311","서울특별시 서초구 서초대로78길 22, 8층 821호 (서초동,홍우빌딩)"
"1448114370",네스토스,유영산,"20130612","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20130612","서울특별시 송파구 법원로9길 26 C동 220호 (문정동,에이치비지니스파크)"
"1448115194",피아이소프트,김승대,"20130701","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20130701","경기도 성남시 분당구 성남대로 69 510호 (구미동,로드랜드이지타워)"
"1448115286",넥스문,문두현,"20130703","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20130703","경기도 성남시 분당구 성남대로43번길 10 804호 (구미동,하나이지타워)"
"1448115549",엔에이치엔,정우진,"20130801","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20130801",경기도 성남시 분당구 대왕판교로645번길 16 (삼평동)
"1448117339",모카포트,고준일,"20130903","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20130903","경기도 안양시 동안구 시민대로327번길 11-41 605호 (관양동,안양창업지원센터)"
"1448118264",형원,김경희,"20131010","58219",기타 게임 소프트웨어 개발 및 공급업,"20131010","경기도 남양주시 진건읍 양진로 387-1 2동 1호 (진관리,쏠쇼핑타운)"
"1448118454",카카오게임즈,조계현,"20130826","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20130826","경기 성남시 분당구 판교역로 152 14층 (백현동,알파돔타워3)"
"1448121570",그래디언트,강성석외 1명,"20140108","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20140108","경기 성남시 분당구 성남대로331번길 3-13 606호 (정자동,대명제스트)"
"1448122981",에프엘모바일코리아,양쑈우외  1명,"20140225","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20140225","경기도 성남시 분당구 판교역로 225-18, 502호 (삼평동,이룸빌딩)"
"1448123054",픽셀허브,이순우,"20140225","58219",기타 게임 소프트웨어 개발 및 공급업,"20140225",대구광역시 북구 호암로 51 대구삼성크리에이티브 캠퍼스내 대구창조혁신센터 4층 (침산동)
"1448123767",스카이피플,박경재,"20140401","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20140401","경기 성남시 분당구 판교로 253 5층 (삼평동,에이동)"
"1448123772",애몽,이현,"20140319","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20140319","경기 성남시 분당구 판교역로 221 (삼평동,투썬월드빌딩 투썬캠퍼스)"
"1448124067",오클랜,오중석,"20140320","58219",기타 게임 소프트웨어 개발 및 공급업,"20140320","경기도 수원시 영통구 에듀타운로 101 106동 1002호 (이의동,에듀하임1309오피스텔)"
"1448126653",아이언게이트,김경민,"20140611","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20140611","경기도 성남시 분당구 황새울로 224, 407호 (수내동,청구블루빌)"
"1448128379",레드기어,김용걸,"20140729","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20140729","경기도 성남시 수정구 창업로 54 (시흥동,기업성장센터)"
"1448129494",미어캣게임즈,남기룡,"20140821","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20140821","서울특별시 강남구 테헤란로 218 8층 (역삼동,에이피타워)"
"1448131025",투락,연경흠,"20141007","58219",기타 게임 소프트웨어 개발 및 공급업,"20141007","경기도 성남시 수정구 창업로 42 판교제2테크노밸리 경기기업성장센터 722호,723호,724호 (시흥동)"
"1448132155",아름게임즈,강병종,"20141027","58219",기타 게임 소프트웨어 개발 및 공급업,"20141027","경기 성남시 수정구 창업로 54 909호 (시흥동,엘에이치기업성장센터)"
"1448132723",엔초게임즈,이진석,"20141125","58219",기타 게임 소프트웨어 개발 및 공급업,"20141125","경기 성남시 분당구 황새울로200번길 28 R동 11층 1112호 (수내동,오너스타워)"
"1448133644",룰루랄라스튜디오,이해원,"20141217","58219",기타 게임 소프트웨어 개발 및 공급업,"20141217","경기도 성남시 분당구 산운로 37, 205동 101호 (운중동,산운마을판교월든힐스2단지아파트)"
"1448134167",팬케이크게임즈,송인수,"20150105","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20150105","경기도 성남시 분당구 매화로 51 302동 15호 (야탑동,로즈프라자)"
"1448135211",브러쉬허브,안희철,"20150128","58219",기타 게임 소프트웨어 개발 및 공급업,"20150128","경기도 용인시 수지구 신봉1로 216 602동 703호 (신봉동,신봉마을동부센트레빌6단지)"
"1448135507",레어베어,이은환,"20150205","58219",기타 게임 소프트웨어 개발 및 공급업,"20150205","경기도 성남시 분당구 판교로 253, A동 803호 (삼평동,판교이노밸리)"
"1448504244",엔씨소프트,김택진,"","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"",경기 성남시 분당구 대왕판교로644번길 12 (삼평동)
"1468100907",애프터타임,이대희,"20170914","58212",모바일 게임 소프트웨어 개발 및 공급업,"20170914","경기도 성남시 분당구 판교역로192번길 16 8층 806호 씨280 (삼평동,판교타워)"
"1468800212",언택아이시티,김동우,"20151125","58219",기타 게임 소프트웨어 개발 및 공급업,"20151125","서울 강남구 도산대로 207 9층 (신사동,성도빌딩)"
"1488100581",지씨씨컴퍼니,이찬우,"20170316","58219",기타 게임 소프트웨어 개발 및 공급업,"20170316","서울특별시 서초구 강남대로51길 10 비1층 비106-216호 (서초동,효성해링턴타워)"
"1498800943",파블릭,강근보,"20180605","58212",모바일 게임 소프트웨어 개발 및 공급업,"20180605","제주도 제주시 인다14길 12 다동 102호 (아라일동,아라천일아파트)"
"1538701172",에잇비트게임즈,최현석,"20180608","58219",기타 게임 소프트웨어 개발 및 공급업,"20180608","경기도 군포시 한세로 30 비젼관 107호 (당정동,한세대학교)"
"1548700161",플레이온홀딩스,박호성,"20150721","58219",기타 게임 소프트웨어 개발 및 공급업,"20150721",서울특별시 서초구 강남대로 479 비1 피치트리 112호 (반포동)
"1558600212",라이프딕,배하연,"20160119","58219",기타 게임 소프트웨어 개발 및 공급업,"20160119","서울 서초구 반포대로23길 13 L동 5층 233호 (서초동,아트스페이스210빌딩)"
"1568701093",지원플레이그라운드,한상빈,"20180404","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20180404","서울특별시 서초구 강남대로47길 11 6층 601호, 602호 (서초동,덕영빌딩)"
"1568801542",웨뎁,이준권,"20190801","58212",모바일 게임 소프트웨어 개발 및 공급업,"20190801","서울특별시 강서구 초록마을로8길 8 301호 (화곡동,라이프타운)"
"1588600453",에이치앤에이치소프트,이순임,"20160526","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20160526","서울 성동구 성수일로10길 26 1107호 (성수동2가,하우스디세종타워)"
"1628101136",원케어소프트,김원기,"20190222","58212",모바일 게임 소프트웨어 개발 및 공급업,"20190222","경기 부천시 부천로3번길 48 707호 (심곡동,피노키오상가)"
"1628701327",위인버킷리스트,김태현외 1명,"20190117","58212",모바일 게임 소프트웨어 개발 및 공급업,"20190117","서울 도봉구 해등로 190 101동 1706호 (쌍문동,신원2차아파트)"
"1638700049",카뮤즈아이비,조용철,"20150311","58219",기타 게임 소프트웨어 개발 및 공급업,"20150311","서울특별시 성동구 뚝섬로17가길 48 706호 (성수동2가,성수에이원지식산업센터)"
"1638700336",미래제락,박수범,"20151215","58219",기타 게임 소프트웨어 개발 및 공급업,"20151215","경기 용인시 수지구 풍덕천로129번길 9 5층 577호 (풍덕천동,오성빌딩)"
"1638701183",콜드소다,이용진,"20180608","58219",기타 게임 소프트웨어 개발 및 공급업,"20180608","경기도 성남시 분당구 대왕판교로645번길 12 6층 3호실 (삼평동,경기창조경제혁신센터)"
"1648100865",케이투유소프트,김남용,"20170920","58212",모바일 게임 소프트웨어 개발 및 공급업,"20170920","경기 성남시 수정구 창업로 54 815호 (시흥동,엘에이치기업성장센터)"
"1648802047",이오프로텍,윤성,"20210329","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20210329","서울특별시 강서구 마곡중앙5로1길 20 1214호,1215호,1216호 (마곡동,마곡나루역보타닉비즈타워)"
"1668701708",마코빌,이주현,"20200206","58212",모바일 게임 소프트웨어 개발 및 공급업,"20200206","서울특별시 강남구 논현로 172 2층 (도곡동,파비스빌딩)"
"1678802139",싱크블락,김장원,"20210708","58219",기타 게임 소프트웨어 개발 및 공급업,"20210708","서울특별시 강남구 도산대로 535 제101호,201호,301호 (청담동,용강빌딩)"
"1708602617",식스디그리스코드,이서현,"20220223","58219",기타 게임 소프트웨어 개발 및 공급업,"20220223","서울특별시 강남구 선릉로 818 6층 104호 (청담동,위워크서울1호 유한회사 위워크 디자이너 클럽)"
"1708800141",링그렛츠,진주현,"20150807","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20150807","서울특별시 금천구 디지털로9길 99 510호 (가산동,스타밸리)"
"1728602480",메타스페이스컴퍼니,권준수,"20211209","58219",기타 게임 소프트웨어 개발 및 공급업,"20211209","경기도 성남시 분당구 판교역로192번길 16 5층 510호 (삼평동,판교타워)"
"1728801224",네오소닉스,강기완,"20190823","58219",기타 게임 소프트웨어 개발 및 공급업,"20190823", 
"1738601728",브레드해머,차윤준,"20200519","58212",모바일 게임 소프트웨어 개발 및 공급업,"20200519","서울특별시 구로구 디지털로 243 404호 (구로동,지하이시티)"
"1748801249",눈보라엔터테인먼트,김규도,"20190607","58219",기타 게임 소프트웨어 개발 및 공급업,"20190607","전라남도 나주시 빛가람로 730 401호 (빛가람동,진우타워)"
"1758801470",스카이워크,구의재,"20190415","58219",기타 게임 소프트웨어 개발 및 공급업,"20190415","경기도 성남시 수정구 창업로 54 827호 (시흥동,판교제2테크노밸리기업성장센터)"
"1778601429",시앤유,차은아,"20190228","58219",기타 게임 소프트웨어 개발 및 공급업,"20190228","경기도 용인시 기흥구 흥덕1로 13 컴플렉스동 12층 1204호 (영덕동,흥덕아이티밸리)"
"1778700510",하트버스,도민석,"20161025","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20161025","서울특별시 도봉구 마들로13길 84 201호 (창동,창동 아우르네 서울창업허브창동)"
"1778801781",니트로스튜디오,류제일외 1명,"20200826","58212",모바일 게임 소프트웨어 개발 및 공급업,"20200826",서울특별시 강남구 테헤란로 412 (대치동)
"1788600272",가브린트,김용휴,"20151105","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20151105",제주 제주시 내도1길 23 320호 (내도동)
"1788801810",에스앤더블유커뮤니케이션,이정원,"20200709","58219",기타 게임 소프트웨어 개발 및 공급업,"20200709","서울 강남구 강남대로92길 31 6층 6205호 (역삼동,민석빌딩)"
"1798100741",저스트플레이,김경수,"20170210","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20170210","경기 고양시 일산동구 중앙로 1193 637호 (장항동,마두법조빌딩)"
"1798801981",히든몬스터,김대영,"20200901","58212",모바일 게임 소프트웨어 개발 및 공급업,"20200901","서울특별시 금천구 디지털로 173 602호 (가산동,엘리시아)"
"1808701965",한국게임화연구원,석주원,"20210526","58219",기타 게임 소프트웨어 개발 및 공급업,"20210526","서울특별시 구로구 디지털로30길 31 1401호 (구로동,코오롱디지털타워빌란트2)"
"1818602126",기어세컨드,김민상,"20210601","58212",모바일 게임 소프트웨어 개발 및 공급업,"20210601","서울특별시 마포구 양화로 178-5 11층 (동교동,엘씨타워)"
"1818700542",그르르르게임스튜디오,우현종,"20160801","58219",기타 게임 소프트웨어 개발 및 공급업,"20160801",광주광역시 서구 상무중앙로 57 4층 403호 에스비32번 (치평동)
"1828101635",라온제나,최지민,"20190722","58219",기타 게임 소프트웨어 개발 및 공급업,"20190722","서울특별시 종로구 자하문로 276 410호 (부암동,부원빌딩)"
"1848601276",슈퍼링크,주영찬,"20181211","58212",모바일 게임 소프트웨어 개발 및 공급업,"20181211","서울특별시 구로구 디지털로33길 27 1309호 (구로동,삼성아이티밸리)"
"1858600417",팀42,나성수,"20160725","58212",모바일 게임 소프트웨어 개발 및 공급업,"20160725","서울 마포구 새창로 7 12층 (도화동,서울대학교 총동창회 장학빌딩)"
"1858701408",클럽,김정균,"20190425","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20190425",서울특별시 강남구 가로수길 53 제4층 401호 (신사동)
"1868601836",뉴코어,이만재,"20200522","58219",기타 게임 소프트웨어 개발 및 공급업,"20200522","서울특별시 강남구 테헤란로4길 38-3 8층 (역삼동,다우빌딩)"
"1878100077",뉴웨이브엔터테인먼트,신현국,"20150601","58219",기타 게임 소프트웨어 개발 및 공급업,"20150601","서울특별시 강남구 강남대로62길 13, 7층 (역삼동,현진빌딩)"
"1908600670",비엔에프게임즈,손형곤,"20160912","58219",기타 게임 소프트웨어 개발 및 공급업,"20160912","경기 용인시 수지구 신수로 767 A동 1504호, 1505호 (동천동,분당수지유타워)"
"1938601964",디자드,김동현,"20210503","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20210503","경기도 성남시 분당구 판교역로 231 S동 803호 (삼평동,에이치스퀘어)"
"1958101456",렛비트소프트,정환길,"20190715","58212",모바일 게임 소프트웨어 개발 및 공급업,"20190715","서울특별시 마포구 양화로8길 16-4 (서교동,코디얼사옥)"
"1958701405",제하,김석자,"20191004","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20191004",충남 서산시 석지1길 8 (석남동)
"1968700675",생각교육개발,김재명,"20170328","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20170328","충청남도 천안시 서북구 백석로 116 202호 (백석동,에이스프라자)"
"2018155470",액토즈소프트,구오하이빈,"19961029","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"19961029","서울특별시 중구 서애로 33 1층 1층, 4층, 5층 (필동3가,티엔에스빌딩)"
"2018164417",네오플,노정환,"20010402","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20010402",제주 제주시 1100로 3198-13 (노형동)
"2018631212",리즈맘,이수진,"20130114","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20130114","서울특별시 금천구 서부샛길 606 B동 1903-2호 (가산동,대성디폴리스지식산업센터)"
"2018632263",티티유소프트,조은용,"20130321","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20130321","서울특별시 서초구 효령로31길 54, 4층 (방배동,세창빌딩)"
"2018636838",에스알포유,윤재풍,"20131127","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20131127",서울특별시 은평구 응암로 285 3층 (응암동)
"2028600139",드보라스튜디오,김민호,"20150828","58219",기타 게임 소프트웨어 개발 및 공급업,"20150828","서울 송파구 석촌호수로 284 420호 (송파동,현대레이크빌아파트)"
"2028601841",버서스나우,남기영,"20200813","58212",모바일 게임 소프트웨어 개발 및 공급업,"20200813","경기도 성남시 분당구 황새울로335번길 10 301호 (서현동,멜로즈프라자)"
"2038163578",허밍소프트웨어,배태후,"19990423","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"19990423","서울특별시 서초구 남부순환로347길 88 5층 (서초동,승지빌딩)"
"2048175136",리젠소프트,김효식,"20030115","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20030115","서울특별시 동대문구 왕산로19가길 16 801호 (용두동,리안빌딩)"
"2048196790",루노소프트,김복남,"20060328","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20060328","경기 부천시 부천로198번길 18 202동 1306호 (춘의동,춘의테크노파크2)"
"2058800049",아이케이커머스,신상훈,"20150305","58211",유선 온라인 게임 소프트웨어 개발 및 공급업,"20150305","서울 성동구 성수일로10길 26 15층 1509호 (성수동2가,하우스디세종타워)"
