"BIZ_NO","COMPANY_NAME","CEO_NAME","IND_CD","IND_NAME","FOUNDATION_DATE","BUSINESS_YEARS","ADDRESS"
"1228151166",부창,공익상,"58222",응용 소프트웨어 개발 및 공급업,"19731117",49,"인천광역시 남동구 인주대로614번길 2 604호 (구월동,금화오피스텔)"
"1348108473",더존비즈온,김용우,"58222",응용 소프트웨어 개발 및 공급업,"19770820",45,강원도 춘천시 남산면 버들1길 130 (수동리)
"1048408925",아토스인포메이션테크놀러지싱가포르피티이엘티디,렁치항미토응,"58222",응용 소프트웨어 개발 및 공급업,"19830311",39,"서울 종로구 삼봉로 94 9층 904호 (공평동,94빌딩)"
"2148110708",미래쏘프트웨어,이인덕,"58222",응용 소프트웨어 개발 및 공급업,"19840509",38,"서울 서초구 남부순환로337길 35 4층 (서초동,미래빌딩)"
"1148114438",키컴,윤성태,"58222",응용 소프트웨어 개발 및 공급업,"19840827",38,강원도 춘천시 남산면 버들1길 130 (수동리)
"2208129726",비트컴퓨터,전진옥외 1명,"58222",응용 소프트웨어 개발 및 공급업,"19850425",37,"서울특별시 서초구 서초대로74길 33 (서초동,비트빌)"
"1028132001",지엑스에스,고든앨런데이비스,"58222",응용 소프트웨어 개발 및 공급업,"19860224",36,"서울특별시 종로구 종로1길 42, 8층 (수송동,이마빌딩)"
"5148118385",지노시스템,이을구외 1명,"58222",응용 소프트웨어 개발 및 공급업,"19871201",35,"서울특별시 영등포구 선유로 70 1207호 (문래동3가,우리벤처2빌딩)"
"1018123659",매트릭스투비,장세열,"58222",응용 소프트웨어 개발 및 공급업,"19870425",35,"서울특별시 구로구 디지털로34길 27 810호 (구로동,대륭포스트타워3차)"
"1388105293",윈코커뮤니케이션,조희동,"58222",응용 소프트웨어 개발 및 공급업,"19891218",33,"서울특별시 관악구 승방길 14 101호 (남현동,윈코오피스텔)"
"1208168297",지멘스인더스트리소프트웨어,오병준,"58222",응용 소프트웨어 개발 및 공급업,"19891113",33,서울 강남구 언주로30길 39 16층 (도곡동)
"1028142299",레디코리아,앤드류카트리지,"58222",응용 소프트웨어 개발 및 공급업,"19891101",33,서울 서초구 동광로 41 (방배동)
"2298111674",맨텍,김윤원외 1명,"58222",응용 소프트웨어 개발 및 공급업,"19890927",33,"서울특별시 성동구 성수일로4길 25 12층 (성수동2가,서울숲코오롱디지털타워)"
"5028531781",토탈소프트뱅크,최장수,"58222",응용 소프트웨어 개발 및 공급업,"19890208",33,"대구 동구 동대구로 475, 11층 (신천동,벤처센터빌딩)"
"6018118506",토탈소프트뱅크,최장수,"58222",응용 소프트웨어 개발 및 공급업,"19890114",33,부산 해운대구 반송로513번길 66-39 (석대동)
"1058604794",한국엔씨알,니콜라스키이스브룩던힐,"58222",응용 소프트웨어 개발 및 공급업,"19890627",33,"서울특별시 강남구 봉은사로 462 5층 (삼성동,세림타워)"
"1048118820",메타넷디지털,김기호외 1명,"58222",응용 소프트웨어 개발 및 공급업,"19890601",33,서울 종로구 종로33길 15 (연지동)
"1078151022",나눔기술,서흥대,"58222",응용 소프트웨어 개발 및 공급업,"19901210",32,"서울특별시 강남구 논현로 626 5층 (논현동,엠빌딩)"
"1168128428",라이온브리지테크놀로지스코리아,존설리반페넬리,"58222",응용 소프트웨어 개발 및 공급업,"19900129",32,"서울특별시 마포구 월드컵북로 396 7층 (상암동,누리꿈스퀘어)"
"2138627725",알폰스테크,김성수,"58222",응용 소프트웨어 개발 및 공급업,"19901105",32,"경기 성남시 중원구 사기막골로 52 605호 (상대원동,선텍시티2차아파트형공장)"
"1078152230",한글과컴퓨터,김연수외 1명,"58222",응용 소프트웨어 개발 및 공급업,"19901011",32,"경기도 성남시 분당구 대왕판교로644번길 49 10층 (삼평동,한컴타워)"
"1128130524",로우코리아,김은주,"58222",응용 소프트웨어 개발 및 공급업,"19911226",31,"서울특별시 영등포구 양평로12가길 17 4층 (양평동4가,매크로빌딩)"
"2188119939",대상정보기술,오승후,"58222",응용 소프트웨어 개발 및 공급업,"19910705",31,"서울특별시 광진구 천호대로 549 8층, 9층 (중곡동,지타워)"
"1058153698",진우산전,정진태,"58222",응용 소프트웨어 개발 및 공급업,"19910314",31,"서울특별시 강남구 도산대로 149 6층,7층,9층 (신사동,진우빌딩)"
"2208125453",피티씨코리아,제이슨사무엘시츠,"58222",응용 소프트웨어 개발 및 공급업,"19921103",30,서울 강남구 테헤란로 521 17층 (삼성동)
"2208119816",온아이티시스템,이성기,"58222",응용 소프트웨어 개발 및 공급업,"19921201",30,"서울 구로구 디지털로 273 703호 (구로동,에이스트윈타워2차)"
"1108134126",쉬프트정보통신,최영식,"58222",응용 소프트웨어 개발 및 공급업,"19921007",30,"경기 성남시 분당구 판교로 242 C동 602호 (삼평동,피디씨씨타워)"
